D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT_개별국제교통비제외2,C문화서1인대체,C오락및1인대체,C미용서1인대체,weight,동행자유형,국가명,여가체험비율,log_총액,year
10,10,2,,,,,,6.0,,,1,1,1346.58,1,1,1,179.678826468911,친구,싱가포르,0.00222786614980172,7.205323323780478,2024
2,2,2,,,,,,6.0,,,1,2,962.8799999999999,1,1,1,919.8336943754908,친구,일본,0.0031156530408773682,6.86992879344168,2024
2,4,2,,,3.0,,5.0,,,,1,1,820.5385954730123,1,1,4,1158.64673387674,가족,일본,0.007312270297951319,6.709960948391566,2024
7,6,2,,2.0,,,,,,,1,2,750.0,3,1,1,308.862655878903,가족,베트남,0.006666666666666667,6.620073206530356,2024
10,8,2,,,3.0,,,,,,1,1,643.3659999999999,1,1,1,173.063172578327,가족,싱가포르,0.004662975662375694,6.466713769143776,2024
4,2,2,,,,,,6.0,,,1,1,306.6879169755374,3,1,1,516.3922675547481,친구,미국,0.016303218102977364,5.725830673459672,2024
10,8,2,,2.0,,,,,,,1,1,1271.77,1,1,1,277.711198467199,가족,싱가포르,0.0023589170997900563,7.1481649099405296,2024
2,3,1,1.0,,,,,,,,2,1,1224.0,1,1,4,831.589906586281,혼자,일본,0.004901960784313725,7.1098794630722715,2024
2,2,1,1.0,,,,,,,,1,1,139.8,1,1,1,1158.64673387674,혼자,일본,0.02145922746781116,4.94021282979971,2024
2,3,2,,2.0,,4.0,,,,,1,1,244.0128617363344,2,1,1,831.589906586281,가족,일본,0.01639257853679106,5.497220935938129,2024
2,2,2,,,,,,6.0,,,1,1,375.36,1,1,1,831.589906586281,친구,일본,0.0079923273657289,5.927885565465111,2024
2,4,2,,,,,,6.0,,,1,1,139.8,3,1,1,1341.48261733244,친구,일본,0.035765379113018594,4.94021282979971,2024
7,4,2,,,,,,6.0,,,1,1,4138.90672451193,1,1,1,998.11013404718,친구,베트남,0.0007248290912750074,8.328186955740252,2024
2,3,2,,,,,,6.0,,,2,2,782.0,1,1,1,1013.4794591263,친구,일본,0.0038363171355498722,6.661854740545311,2024
5,4,2,,2.0,,,,,,,1,1,771.6164835164835,1,1,1,328.160800719725,가족,홍콩,0.0038879418261363683,6.648487643577478,2024
2,3,2,,,,,,6.0,,,1,2,530.3999999999999,1,1,1,1341.48261733244,친구,일본,0.0056561085972850695,6.273631438871653,2024
2,3,2,,,,,,6.0,,,1,1,535.006711409396,1,1,1,1158.64673387674,친구,일본,0.0056074062923377995,6.282279291507782,2024
7,4,2,,2.0,,,,6.0,,,1,1,738.394,1,1,1,664.4246601440491,가족,베트남,0.004062871583463571,6.604477557478489,2024
10,10,2,,2.0,,,,,,,1,1,1343.0888666666663,1,3,1,179.678826468911,가족,싱가포르,0.0037227618544774387,7.202727364599657,2024
2,3,2,,,,,,6.0,,,1,1,455.6,1,2,1,1158.64673387674,친구,일본,0.00877963125548727,6.121615231573027,2024
7,8,2,,,,,,6.0,,,1,2,2745.217391304348,1,1,1,664.4246601440491,친구,베트남,0.0010928096293949952,7.917615546182833,2024
2,2,1,1.0,,,,,,,,1,1,1107.2566371681417,1,1,1,1029.82456158014,혼자,일본,0.0027093989769820972,7.009640737066798,2024
10,8,2,,,3.0,,,,,,1,1,2044.8066666666666,1,1,1,173.063172578327,가족,싱가포르,0.001467131366942596,7.623058524480457,2024
2,3,2,,,,,,6.0,,,1,1,496.40000000000003,1,1,1,1341.48261733244,친구,일본,0.0060435132957292505,6.207382053330452,2024
2,3,2,,,,,,6.0,,,1,2,353.59999999999997,1,1,1,1158.64673387674,친구,일본,0.008484162895927603,5.868166330763488,2024
10,15,2,,,,,,6.0,,,1,1,748.1,1,1,1,173.063172578327,친구,싱가포르,0.004010159069643096,6.617536658878359,2024
10,5,1,1.0,,,,,,,,1,2,443.03639999999996,1,1,1,150.264703665497,혼자,싱가포르,0.006771452639105952,6.093651933712499,2024
2,5,2,,,3.0,,5.0,,,,1,2,306.2971285892634,2,1,1,1341.48261733244,가족,일본,0.013059214816747098,5.724555639290262,2024
7,6,2,,,,,,,7.0,,3,1,1365.3,1,1,1,664.4246601440491,직장동료,베트남,0.0021973192704900025,7.219129463690706,2024
4,4,1,1.0,,,,,,,,1,2,1450.9803921568628,4,1,1,597.8751587938609,혼자,미국,0.004135135135135135,7.279994739461981,2024
7,4,2,,,,,,,7.0,,3,1,760.14,1,1,1,401.155867101925,직장동료,베트남,0.0039466414081616545,6.6335026268420165,2024
7,4,2,,,3.0,,,,,,1,1,922.9925,1,1,1,900.5624260609048,가족,베트남,0.003250297266770857,6.827621108792699,2024
10,4,2,,,,,,6.0,,,1,1,488.12808429118775,2,1,1,173.063172578327,친구,싱가포르,0.008194570500503802,6.190577839224308,2024
2,4,2,,,,,,,7.0,,3,1,883.9999999999999,1,1,1,1029.82456158014,직장동료,일본,0.0033936651583710412,6.784457062637643,2024
7,8,1,1.0,,,,,,,,1,2,328.0,1,1,1,401.155867101925,혼자,베트남,0.009146341463414634,5.793013608384144,2024
10,4,2,,2.0,,,,,,,1,1,752.8683427762039,1,1,3,128.68712873737599,가족,싱가포르,0.006641267424743199,6.623890368922273,2024
4,9,1,1.0,,,,,,,,1,1,300.0,1,1,1,516.3922675547481,혼자,미국,0.01,5.703782474656201,2024
10,3,2,,,3.0,,,,,,1,1,967.8546470999303,1,1,1,173.063172578327,가족,싱가포르,0.0030996389891696746,6.875081918047125,2024
4,9,2,,,,,,6.0,,,1,1,1017.7865612648221,1,1,1,384.26876123465206,친구,미국,0.0029475728155339805,6.925385510358407,2024
4,10,2,,2.0,,,,,,,1,2,2000.0,1,1,1,303.008004786747,가족,미국,0.0015,7.600902459542082,2024
4,15,2,,2.0,,,,,,,1,2,500.0,1,1,1,536.047737941968,가족,미국,0.006,6.214608098422191,2024
4,3,1,1.0,,,,,,,,1,2,139.8,1,1,1,303.008004786747,혼자,미국,0.02145922746781116,4.94021282979971,2024
7,5,2,,,,,,6.0,,,3,1,1004.5,1,1,1,664.4246601440491,친구,베트남,0.0029865604778496766,6.9122451842549895,2024
4,4,2,,2.0,,,,,,,1,1,830.0,1,3,1,516.3922675547481,가족,미국,0.006024096385542169,6.721425700790643,2024
16,5,2,,,,,5.0,,,,1,1,622.6415094339624,1,1,1,71.8787754939063,가족,영국,0.004818181818181817,6.433970926896496,2024
4,10,1,1.0,,,,,,,,1,2,300.0,1,1,1,597.8751587938609,혼자,미국,0.01,5.703782474656201,2024
7,8,2,,,,,,6.0,,,1,2,139.8,1,1,1,320.576478107628,친구,베트남,0.02145922746781116,4.94021282979971,2024
4,7,2,,,,,,6.0,,,1,1,760.0,2,3,1,303.008004786747,친구,미국,0.007894736842105263,6.633318433280377,2024
4,13,2,,,,,,6.0,,,1,2,4800.000000000001,3,1,4,384.26876123465206,친구,미국,0.0016666666666666663,8.476371196895983,2024
4,7,1,1.0,,,,,,,,1,1,1050.0,1,1,1,516.3922675547481,혼자,미국,0.002857142857142857,6.956545443151569,2024
2,4,2,,2.0,,,,,,,2,2,680.0000000000001,1,1,1,919.8336943754908,가족,일본,0.004411764705882352,6.522092798170153,2024
4,10,2,,,,,,6.0,,,1,1,1380.0,1,1,1,571.6065304265051,친구,미국,0.002173913043478261,7.22983877815125,2024
4,11,2,,2.0,,,,,,,1,2,450.0,1,1,1,536.047737941968,가족,미국,0.006666666666666667,6.1092475827643655,2024
4,5,2,,,,,,6.0,,,1,1,4200.0,1,1,4,303.008004786747,친구,미국,0.0014285714285714286,8.34283980427146,2024
4,7,2,,,,,,6.0,,,1,1,1280.0,2,3,1,384.26876123465206,친구,미국,0.0046875,7.154615356913663,2024
4,7,2,,2.0,,,,,,,1,1,1240.0,2,3,1,571.6065304265051,가족,미국,0.004838709677419355,7.122866658599083,2024
4,3,2,,2.0,,,,,,,1,1,540.0,2,1,1,500.129097499742,가족,미국,0.007407407407407408,6.29156913955832,2024
7,5,2,,,,,5.0,,,,1,2,432.55000000000007,1,1,1,335.086141590989,가족,베트남,0.00693561437984048,6.069697926626383,2024
4,11,2,,,,,5.0,,,,1,2,2340.2439024390246,1,1,1,536.047737941968,가족,미국,0.0012819176654507555,7.758010434731538,2024
4,8,2,,,,,,6.0,,,1,1,1020.0,2,1,1,384.26876123465206,친구,미국,0.00392156862745098,6.927557906278317,2024
2,3,2,,,,,5.0,,,,2,1,897.5999999999999,1,1,4,831.589906586281,가족,일본,0.006684491978609626,6.799724534768432,2024
2,3,2,,,,,,6.0,,,2,1,1088.0,1,1,3,919.8336943754908,친구,일본,0.004595588235294118,6.992096427415888,2024
2,2,2,,,,,,6.0,,,1,1,367.19999999999993,1,1,1,1029.82456158014,친구,일본,0.008169934640522878,5.905906658746336,2024
5,5,2,,2.0,,,,,,,1,1,2434.1028341708543,1,1,1,328.160800719725,가족,홍콩,0.001232486959008004,7.797333521698086,2024
4,13,1,1.0,,,,,,,,1,1,1775.5102040816328,3,1,1,619.751775100665,혼자,미국,0.0028160919540229884,7.4818430995260945,2024
1,6,1,1.0,,,,,,,,1,1,2882.6589861751145,1,1,1,1598.75656477828,혼자,중국,0.0010407058255546837,7.96646840627705,2024
16,4,1,1.0,,,,,,,,1,1,1068.7031884057972,3,1,1,621.8799744263171,혼자,영국,0.004678567495862518,6.974201218969647,2024
16,7,1,1.0,,,,,,,,1,2,675.541935483871,1,1,1,432.095676517688,혼자,영국,0.004440879007535169,6.51551523613043,2024
3,6,2,,2.0,,,,,,,1,1,1031.0222737819026,1,1,1,906.201970353043,가족,대만,0.002909733452213085,6.9383060878397576,2024
3,5,2,,2.0,,,,,,,2,1,1077.8,1,1,1,906.201970353043,가족,대만,0.00278344776396363,6.982677205499396,2024
3,5,2,,,,4.0,,,,,1,1,139.8,1,1,1,1237.43017498772,가족,대만,0.02145922746781116,4.94021282979971,2024
3,6,2,,2.0,,,,,,,1,1,1509.8315450643775,2,1,1,906.201970353043,가족,대만,0.002649302177501825,7.319753364025725,2024
18,7,2,,,,,,6.0,,,1,2,1403.316923076923,3,1,1,433.42299190906,친구,독일,0.0035629870329198076,7.246593944170531,2024
3,6,1,1.0,,,,,,,,1,2,357.67169811320747,1,3,1,1053.47883921381,혼자,대만,0.013979300085458366,5.879615521281744,2024
3,4,1,1.0,,,,,,,,1,1,386.63606557377045,1,1,1,996.912450604315,혼자,대만,0.0077592347613717316,5.9574838515430155,2024
1,32,1,1.0,,,,,,,,1,2,3737.847457627119,1,1,1,1577.75304615304,혼자,중국,0.0008026009712832092,8.226265178629344,2024
3,6,1,1.0,,,,,,,,1,1,648.8072368421051,4,1,1,996.912450604315,혼자,대만,0.009247739019070422,6.4751356569345955,2024
3,6,2,,2.0,,,,,,,1,1,1307.1160550458717,1,1,1,946.640681280523,가족,대만,0.0022951290273109824,7.175578504667545,2024
10,7,2,,2.0,,,5.0,,,,3,1,1749.575,1,1,1,379.510551579843,가족,싱가포르,0.001714702141948759,7.467128180280131,2024
10,7,2,,,,,,6.0,,,1,1,2905.806060606061,3,1,1,431.581229759065,친구,싱가포르,0.0017206929491217166,7.974466104327837,2024
1,6,2,,,,,,6.0,,,1,1,1593.680720092915,2,1,1,1577.75304615304,친구,중국,0.002509913026849438,7.373801538216277,2024
5,7,2,,2.0,,,,,,,1,1,1025.8540540540544,2,2,1,893.089142013316,가족,홍콩,0.004873987659590162,6.93328076810191,2024
5,6,2,,,,,,6.0,,,1,1,3328.9246006389767,1,1,1,662.73142133299,친구,홍콩,0.0009011919343033961,8.110404588066192,2024
1,30,1,1.0,,,,,,,,1,2,1835.4910179640715,1,1,1,1577.75304615304,혼자,중국,0.0016344400330150365,7.515067309415829,2024
4,42,1,1.0,,,,,,,,1,2,7010.0,2,1,1,619.751775100665,혼자,미국,0.0005706134094151213,8.855092980028635,2024
10,8,2,,,,,5.0,,,,1,1,862.5794430649167,3,1,2,379.510551579843,가족,싱가포르,0.006955881047525088,6.759927252565196,2024
10,11,2,,,3.0,,,,,,1,1,1415.650924214418,3,1,1,759.7527017767281,가족,싱가포르,0.003531944149843742,7.255344721414566,2024
1,6,1,1.0,,,,,,,,1,1,975.0198019801979,4,1,1,2208.8429511279396,혼자,중국,0.006153721173471979,6.882457780514888,2024
10,8,2,,,,,,6.0,,,1,1,1044.5223880597014,4,1,1,514.90556887304,친구,싱가포르,0.005744252175528344,6.951315015003101,2024
1,6,1,1.0,,,,,,,,1,2,1070.590625,1,1,3,1598.75656477828,혼자,중국,0.004670319245509926,6.975965761149037,2024
1,3,2,,2.0,,,,,,,1,1,1664.0791827293756,1,1,1,1976.7408898539802,가족,중국,0.0018027988278054683,7.417027206023852,2024
1,8,1,1.0,,,,,,,,1,2,1869.2102234258637,1,1,1,1976.7408898539802,혼자,중국,0.0016049559126108566,7.533271280223824,2024
1,2,1,1.0,,,,,,,,1,2,762.85,1,1,1,1577.75304615304,혼자,중국,0.003932621091957789,6.6370614195592115,2024
2,4,2,,,,4.0,5.0,,,,2,1,937.2,1,1,1,1646.41822435344,가족,일본,0.003201024327784891,6.842896706633641,2024
1,5,1,1.0,,,,,,,,1,1,1190.0628803245436,4,1,1,2208.8429511279396,혼자,중국,0.005041750397561961,7.08176142531842,2024
1,11,2,,2.0,,4.0,,,,,1,1,451.73287292817685,1,2,1,1976.7408898539802,가족,중국,0.008854790606828339,6.113091016032386,2024
1,5,2,,,,4.0,,,,,1,1,3187.862903225806,1,1,1,1673.3447283727699,가족,중국,0.0009410693279702502,8.067106034978446,2024
1,6,1,1.0,,,,,,,,1,1,772.7571428571429,1,1,4,1577.75304615304,혼자,중국,0.007764405745660252,6.649964824395119,2024
10,7,2,,,,,,6.0,,,1,1,2529.60410022779,2,1,1,514.90556887304,친구,싱가포르,0.0015812751092709732,7.835818087353558,2024
10,9,2,,,,,5.0,,,,1,1,2821.2631578947376,3,1,1,539.095194760837,가족,싱가포르,0.001772255801805835,7.944939991973679,2024
1,3,1,1.0,,,,,,,,1,1,735.1099999999998,1,1,1,1976.7408898539802,혼자,중국,0.004081021887880726,6.600020147878862,2024
1,6,2,,,,,,6.0,,,1,1,1463.0612903225808,2,1,1,1673.3447283727699,친구,중국,0.002733993460464029,7.288286293732893,2024
3,4,1,1.0,,,,,,,,1,1,1361.711678832117,1,1,1,1053.47883921381,혼자,대만,0.002203109547076055,7.216497774749487,2024
3,4,1,1.0,,,,,,,,1,1,1141.2,3,1,1,946.640681280523,혼자,대만,0.004381352961794602,7.039835619339345,2024
4,6,1,1.0,,,,,,,,1,2,508.0978088281994,1,1,1,1129.42814010717,혼자,미국,0.005904375000000001,6.230673966108985,2024
2,3,2,,,,,,6.0,,,2,1,693.0000000000001,2,2,1,2870.5627026094403,친구,일본,0.007215007215007214,6.541029999189903,2024
3,4,2,,,3.0,,,,,,1,1,787.9057971014493,4,1,1,996.912450604315,가족,대만,0.007615123561817697,6.669378535886016,2024
5,5,2,,,,,,6.0,,,1,1,2158.6943005181347,1,1,1,801.899866016425,친구,홍콩,0.0013897289668481235,7.677258827399302,2024
2,3,2,,,,,5.0,,,,2,1,924.0,3,1,1,1629.85331632813,가족,일본,0.005411255411255411,6.828712071641684,2024
3,6,2,,,,,5.0,,,,2,1,1394.8000000000002,1,1,1,1203.44288443879,가족,대만,0.0021508459994264407,7.240506314801496,2024
3,1,1,1.0,,,,,,,,1,1,862.5736842105262,1,1,4,1053.47883921381,혼자,대만,0.006955927487506789,6.759920576225223,2024
3,4,2,,,,,,6.0,,,1,1,448.9967213114753,1,1,1,996.912450604315,친구,대만,0.0066815632667367696,6.107015585513979,2024
3,5,2,,,,,,6.0,,,1,1,538.9,1,1,1,906.201970353043,친구,대만,0.00556689552792726,6.289530024939451,2024
3,5,2,,,,,,6.0,,,3,1,2219.0,1,1,1,1203.44288443879,친구,대만,0.0013519603424966202,7.704811922932594,2024
3,5,2,,2.0,,4.0,5.0,,,,3,1,2536.0,1,1,1,1195.36312995279,가족,대만,0.0011829652996845426,7.8383433155571165,2024
3,2,1,1.0,,,,,,,,1,1,1648.750276243094,1,1,1,996.912450604315,혼자,대만,0.0018195599680722514,7.407772871578497,2024
18,13,2,,,,,,6.0,,,1,1,1779.4159663865546,3,1,1,256.667834760948,친구,독일,0.0028099107203997157,7.484040480675072,2024
1,9,2,,,,,,6.0,,,3,1,2219.2000000000003,1,1,1,1673.3447283727699,친구,중국,0.0013518385003604902,7.704902049560567,2024
1,3,2,,,,,,6.0,,,3,1,360.62,1,1,1,2439.1841415905697,친구,중국,0.008319006156064556,5.887824772348222,2024
1,3,2,,2.0,,,,,,,3,1,1803.1,1,1,1,1577.75304615304,가족,중국,0.0016638012312129111,7.4972626847823225,2024
1,3,2,,2.0,,,,,,,3,1,970.8999999999999,1,1,1,1577.75304615304,가족,중국,0.0030899165722525494,6.878223476376099,2024
1,3,2,,,,,,6.0,,,3,1,776.7199999999999,1,1,1,1577.75304615304,친구,중국,0.0038623957153156867,6.655079925061889,2024
7,5,2,,2.0,,4.0,,6.0,,,1,1,258.05115,1,1,1,583.0691741460131,가족,베트남,0.011625602133530503,5.553157821085485,2024
16,11,2,,,,,5.0,,,,1,1,989.9760000000001,1,1,1,451.5594757328199,가족,영국,0.0030303764939756113,6.897680700410541,2024
16,9,2,,,,,,6.0,,,1,1,710.5156034482757,1,1,1,305.40374916763307,친구,영국,0.004222285880057235,6.565990908518074,2024
5,5,2,,,3.0,,,,,,1,1,279.6294610778444,1,1,1,570.207642966383,가족,홍콩,0.010728483287978185,5.633465373470586,2024
3,4,2,,,,,5.0,,,,1,1,471.6497975708502,4,1,1,1053.47883921381,가족,대만,0.012721303032253911,6.156236755902195,2024
5,8,1,1.0,,,,,,,,1,2,139.8,1,1,1,801.899866016425,혼자,홍콩,0.02145922746781116,4.94021282979971,2024
5,5,1,1.0,,,,,,,,1,1,996.8399999999999,1,1,1,662.73142133299,혼자,홍콩,0.003009510051763573,6.904590275638981,2024
3,5,1,1.0,,,,,,,,1,1,890.0830287206265,4,1,3,1053.47883921381,혼자,대만,0.008987925555101205,6.791314749072212,2024
5,5,2,,2.0,,,,,,,1,1,1140.6149999999998,1,1,1,464.384601808969,가족,홍콩,0.002630160045238753,7.039322869609137,2024
16,6,2,,,,,,6.0,,,1,1,1440.542,2,1,1,147.228139754621,친구,영국,0.0027767326464622345,7.272774710642406,2024
5,3,1,1.0,,,,,,,,1,1,230.04000000000002,1,1,1,603.937871713689,혼자,홍콩,0.013041210224308814,5.438253206845554,2024
3,4,1,1.0,,,,,,,,1,1,791.5286908077994,4,1,1,946.640681280523,혼자,대만,0.00758026849775548,6.673966127315774,2024
5,6,2,,,3.0,,,,,,1,1,212.06135593220333,1,1,1,662.73142133299,가족,홍콩,0.01414684908908679,5.35687564757418,2024
5,8,2,,,,,,6.0,,,1,1,1271.4461538461535,1,1,1,521.572929502547,친구,홍콩,0.0023595179323362865,7.147910235437061,2024
3,5,2,,,,4.0,,,,,1,1,793.4960382513661,1,1,1,1237.43017498772,가족,대만,0.0037807372127668403,6.6764485472020985,2024
4,7,2,,2.0,,,,,,,1,2,360.0,1,1,1,1129.42814010717,가족,미국,0.008333333333333333,5.886104031450156,2024
16,4,1,1.0,,,,,,,,1,1,8185.6,1,1,4,305.40374916763307,혼자,영국,0.0007329945269741986,9.010131791944469,2024
18,11,1,1.0,,,,,,,,1,2,644.7104402515723,2,1,1,433.42299190906,혼자,독일,0.006204335699045235,6.468801286154078,2024
3,4,2,,2.0,,,,6.0,,,1,1,334.0345195729537,1,1,1,796.446724041198,가족,대만,0.0089811077125662,5.81124433965108,2024
16,7,2,,,,,5.0,,,,1,1,1354.088051948052,2,3,4,621.8799744263171,가족,영국,0.006646539704011268,7.210883482338634,2024
3,5,2,,2.0,,,,,,,1,1,1141.2,1,1,1,996.912450604315,가족,대만,0.002628811777076761,7.039835619339345,2024
5,7,2,,2.0,,,,,,,3,1,8185.6,1,1,1,801.899866016425,가족,홍콩,0.0003664972634870993,9.010131791944469,2024
5,5,1,1.0,,,,,,,,1,1,1793.7202572347264,1,1,1,662.73142133299,혼자,홍콩,0.0016725015999010484,7.492047098037903,2024
5,5,1,1.0,,,,,,,,1,1,1664.3894736842103,1,1,1,570.207642966383,혼자,홍콩,0.0018024627332924356,7.417213652698142,2024
2,3,1,1.0,,,,,,,,1,1,425.48223350253807,4,1,1,1646.41822435344,혼자,일본,0.014101646385110952,6.053223192741074,2024
4,3,2,,,,,,,7.0,,1,1,1100.0,2,1,1,1097.0676134453,직장동료,미국,0.0036363636363636364,7.003065458786462,2024
2,3,2,,,,,,,7.0,,1,1,468.59999999999985,1,1,1,2492.91851101235,직장동료,일본,0.006402048655569785,6.149749526073695,2024
18,7,2,,,,,,6.0,,,1,1,707.4413609467456,1,1,1,354.655768215558,친구,독일,0.00424063415798194,6.561654744028416,2024
5,4,1,1.0,,,,,,,,1,1,907.3799999999999,1,1,1,570.207642966383,혼자,홍콩,0.003306222310388151,6.810561325990704,2024
5,8,2,,,3.0,,,,,,1,1,1717.2821292775664,1,1,1,570.207642966383,가족,홍콩,0.001746946496940519,7.448498162645311,2024
5,5,2,,2.0,,,,,,,1,1,1152.0084905660376,1,1,1,464.384601808969,가족,홍콩,0.0026041474733627655,7.049262211511695,2024
2,5,2,,,,,,6.0,,,1,1,402.6,1,1,1,2492.91851101235,친구,일본,0.007451564828614009,5.9979435132056915,2024
1,3,1,1.0,,,,,,,,1,2,139.8,1,1,1,1577.75304615304,혼자,중국,0.02145922746781116,4.94021282979971,2024
4,20,1,1.0,,,,,,,,1,2,2550.0,1,1,1,999.856206338333,혼자,미국,0.001176470588235294,7.843848638152472,2024
18,21,2,,,,,5.0,,,,1,1,8185.6,2,1,1,256.667834760948,가족,독일,0.000488663017982799,9.010131791944469,2024
1,6,2,,,,,,6.0,,,1,1,2569.6286836935165,1,1,1,1577.75304615304,친구,중국,0.001167483854394044,7.851516686397766,2024
4,4,2,,2.0,,,,,,,1,1,935.0,1,1,4,619.751775100665,가족,미국,0.006417112299465241,6.840546529288687,2024
4,11,2,,,,,,6.0,,,1,1,951.7730496453901,1,1,1,999.856206338333,친구,미국,0.003152011922503726,6.85832661314155,2024
18,7,2,,,,,,6.0,,,1,1,2063.21,3,1,1,590.880054508457,친구,독일,0.00242340818433412,7.63201830139525,2024
5,4,1,1.0,,,,,,,,1,1,508.5918367346938,4,1,1,464.384601808969,혼자,홍콩,0.011797279402913207,6.231645802396555,2024
1,4,1,1.0,,,,,,,,1,1,997.2354430379748,1,1,1,1598.75656477828,혼자,중국,0.0030083166627740483,6.904986893574916,2024
2,3,2,,,,,,6.0,,,1,1,541.2000000000002,1,1,3,1646.41822435344,친구,일본,0.00923872875092387,6.2937888962966335,2024
18,8,2,,,,,5.0,,,,1,2,824.2066057441251,1,2,1,270.866685907026,가족,독일,0.004853152076339703,6.714421233607038,2024
4,5,2,,,,4.0,,,,,1,2,555.0,2,1,1,974.5472790915701,가족,미국,0.007207207207207207,6.318968113746434,2024
2,4,2,,2.0,,,,,,,2,1,716.1,3,1,1,1646.41822435344,가족,일본,0.006982265046781176,6.5738198220128945,2024
18,12,2,,,,,5.0,,,,1,1,968.7119648093842,1,1,1,433.42299190906,가족,독일,0.0030968957842802294,6.87596731776453,2024
2,4,2,,,,,,6.0,,,2,1,1287.0,1,1,1,1353.03992941678,친구,일본,0.002331002331002331,7.160069207596127,2024
2,45,1,1.0,,,,,,,,1,1,1171.5,1,1,1,2492.91851101235,혼자,일본,0.002560819462227913,7.066040257947851,2024
2,3,2,,,,,,6.0,,,1,1,667.5244299674268,4,1,1,1646.41822435344,친구,일본,0.008988435075391595,6.503575988806808,2024
2,4,2,,,,,,6.0,,,2,1,1537.8,4,1,1,1646.41822435344,친구,일본,0.003901677721420211,7.33810810259808,2024
5,3,2,,,,,,6.0,,,1,1,2689.227652240521,1,1,1,521.572929502547,친구,홍콩,0.0011155619337398083,7.897009313243384,2024
4,14,1,1.0,,,,,,,,1,2,689.7025171624714,2,1,1,619.751775100665,혼자,미국,0.0057996018579960186,6.536260370078942,2024
4,10,2,,2.0,,,,,,,1,2,1561.4441416893733,2,1,1,1097.0676134453,가족,미국,0.0025617310880376933,7.353366403870275,2024
5,4,1,1.0,,,,,,,,1,1,266.6804607329843,1,1,1,464.384601808969,혼자,홍콩,0.011249418092927968,5.586051165410675,2024
5,5,2,,,,,,6.0,,,1,1,2741.238202247191,1,1,1,893.089142013316,친구,홍콩,0.0010943959549158052,7.916164995937042,2024
5,4,1,1.0,,,,,,,,1,1,421.74,4,1,1,570.207642966383,혼자,홍콩,0.014226774790155071,6.044389010415869,2024
5,6,2,,2.0,,,,,,,1,1,1791.442105263158,1,1,1,570.207642966383,가족,홍콩,0.0016746284968887164,7.490776219875159,2024
5,4,1,1.0,,,,,,,,1,1,880.556548831636,4,1,1,570.207642966383,혼자,홍콩,0.006813872440062008,6.7805541494193164,2024
10,9,2,,2.0,,,,,,,1,2,912.0125,1,1,1,514.90556887304,가족,싱가포르,0.0032894285988404764,6.815653696120754,2024
5,4,1,1.0,,,,,,,,1,1,1289.4447761194033,4,1,1,464.384601808969,혼자,홍콩,0.004653165541572908,7.161966998595433,2024
5,3,2,,,,,,6.0,,,1,1,805.1399999999999,1,1,1,521.572929502547,친구,홍콩,0.0037260600640882336,6.691016175340922,2024
7,5,2,,,,,,,7.0,,1,1,1474.5853728900001,1,1,1,583.0691741460131,직장동료,베트남,0.002034470201016833,7.296132126131607,2024
5,3,2,,2.0,,,,,,,1,1,447.30000000000007,1,1,1,686.3760381736159,가족,홍콩,0.006706908115358819,6.103229510438803,2024
10,4,2,,,,,,6.0,,,1,1,819.32225,1,1,2,514.90556887304,친구,싱가포르,0.004882083941941037,6.708477474108443,2024
5,5,2,,,,,,6.0,,,1,1,1337.918691588785,1,1,1,570.207642966383,친구,홍콩,0.002242288727155374,7.198870470223439,2024
10,5,2,,,,,,6.0,,,1,1,3072.717510259918,1,4,1,425.863667694738,친구,싱가포르,0.001952668925785002,8.030317631533347,2024
5,5,2,,2.0,,,,,,,1,1,875.4300000000001,1,1,1,603.937871713689,가족,홍콩,0.003426887358212535,6.774715194217569,2024
10,6,2,,,,,,6.0,7.0,,1,1,8185.6,1,1,1,514.90556887304,친구,싱가포르,0.0003664972634870993,9.010131791944469,2024
10,7,2,,,,,,6.0,,,1,2,1349.4062499999998,1,1,1,539.095194760837,친구,싱가포르,0.002223200018526667,7.207419959870756,2024
5,4,2,,,,,,6.0,,,1,1,694.7076923076921,1,1,3,662.73142133299,친구,홍콩,0.007197271680396848,6.5434911704858,2024
7,4,2,,,,,,,7.0,,2,1,1481.95089,1,1,1,995.9927156114779,직장동료,베트남,0.0020243585804655103,7.301114667655146,2024
4,21,1,1.0,,,,,,,,1,1,4993.871866295265,1,1,1,619.751775100665,혼자,미국,0.0006007362784471217,8.515966812980576,2024
7,6,2,,2.0,,,,,,,1,2,228.56696289000004,1,1,1,1048.29458654576,가족,베트남,0.013125256432810798,5.431829221625453,2024
10,9,2,,,,,5.0,,,,1,1,1145.3846153846155,2,2,1,895.3724752618709,가족,싱가포르,0.004365345869711215,7.043495768216518,2024
10,7,2,,,,,5.0,,,,1,1,1652.7900000000002,1,1,1,759.7527017767281,가족,싱가포르,0.001815112627738551,7.410220048008252,2024
7,5,2,,,,,,,7.0,,2,2,932.6705850000001,1,1,1,491.629310893771,직장동료,베트남,0.0032165697602653566,6.838052067763646,2024
4,9,2,,,,,5.0,,,,1,1,2665.367965367965,2,3,1,1129.42814010717,가족,미국,0.0022510963131395162,7.888097400377508,2024
4,9,2,,2.0,,,,,,,1,2,273.03370786516854,2,1,4,723.635224574445,가족,미국,0.025637860082304526,5.6095952595965,2024
