F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63
1,1,3,,,,30,31,31,11,1,11,,,,,,,,,,,,,,,,,,,,,6,,,7000,7000,6,225.806451612903,3,4,5,13,2,,,,,,,,,,,16,9,3,97,1,30,3,1,1
1,1,3,,,,30,31,31,11,1,12,,,,,,,,,,,,,,,,,,,,,6,,,5992,5992,6,193.290322580645,2,4,3,13,,,,,,,,,,,,11,9,3,12,2,40,3,1,1
1,1,3,,,,30,31,31,11,1,13,,,,,,,,,,,,,,,,,,,,,6,,,5000,5000,6,161.290322580645,2,5,5,2,13,,,,,,,,,,,8,8,3,9,2,30,3,1,1
1,1,3,,,,30,31,31,11,1,15,2,,,,,,,,,,,,,,,,2,,,,,7,,5500,5500,6,177.41935483871,2,5,5,1,10,13,,,,,,,,,,8,11,4,9,2,50,3,1,1
1,1,3,,,,30,31,31,11,2,1,5,,,,,,,,,,,,,,,1,,,,5,,,,3200,3200,6,103.225806451613,2,4,3,13,,,,,,,,,,,,83,9,3,97,1,20,3,1,2
1,1,3,,,,30,31,31,11,2,10,,,,,,,,,,,,,,,,,,,,,6,,,4658.8,4658.8,6,150.283870967742,2,4,5,6,13,,,,,,,,,,,12,11,4,13,1,50,3,1,2
1,1,3,,,,30,31,31,11,2,16,,,,,,,,,,,,,,,,,,,,,,7,,1889.6,1889.6,4,60.9548387096774,1,3,2,13,,,,,,,,,,,,1,9,3,1,1,30,3,1,2
1,1,3,,,,30,31,31,11,2,2,,,,,,,,,,,,,,,,,2,,,,,,,1523,1523,4,49.1290322580645,1,5,4,13,1,2,,,,,,,,,,2,12,4,2,2,20,3,1,2
1,1,3,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,41478.9743079233,,98,,,4,5,1,2,13,,,,,,,,,,8,9,3,9,1,30,3,1,
1,1,3,,,,300,301,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,10000,10000,6,,,4,5,12,2,4,6,13,10,,,,,,,8,12,4,9,1,20,3,1,
1,1,3,,,,300,301,,13,,1,2,4,9,10,12,13,17,,,,,,,,,1,2,,4,,6,,8,24009.7959967667,,98,,,5,,,,,,,,,,,,,,12,6,2,13,2,20,3,1,
1,1,3,,,,300,301,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,8500,8500,6,,,3,4,13,,,,,,,,,,,,8,12,4,9,1,20,3,1,
1,1,3,,,,300,301,,13,,2,1,13,,,,,,,,,,,,,,1,2,,,,6,,,10000,10000,6,,,4,,,,,,,,,,,,,,8,6,2,9,2,20,3,1,
1,1,3,,,,300,301,,13,,2,1,4,,,,,,,,,,,,,,1,2,,4,,,,,20000,,98,,,4,5,13,12,1,2,,,,,,,,,8,12,4,9,2,20,3,1,
1,1,3,,,,300,301,,13,,4,,,,,,,,,,,,,,,,,,,4,,,,,8200,8200,6,,,4,3,13,,,,,,,,,,,,13,10,4,14,2,20,3,1,
1,1,3,,,,315,316,,13,,6,5,,,,,,,,,,,,,,,,,,,5,,,,2903.52820155463,2903.52820155463,5,,,5,5,2,13,,,,,,,,,,,66,9,3,18,2,20,3,1,
1,1,3,,,,330,331,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,10684.8,,98,,,4,4,13,,,,,,,,,,,,2,10,4,2,1,30,3,1,
1,1,3,,,,330,331,,13,,1,13,,,,,,,,,,,,,,,1,,,,,6,,,8000,8000,6,,,3,5,13,2,3,4,,,,,,,,,8,9,3,9,2,20,3,1,
1,1,3,,,,330,331,,13,,16,1,,,,,,,,,,,,,,,1,,,,,,7,,4977.4769169508,4977.4769169508,6,,,5,5,1,2,10,13,,,,,,,,,65,9,3,16,1,40,3,1,
1,1,3,,,,330,331,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,5928.18428184282,5928.18428184282,6,,,5,4,2,3,10,13,,,,,,,,,86,10,4,17,1,30,3,1,
1,1,3,,,,330,331,,13,,2,1,4,15,14,,,,,,,,,,,,1,2,,4,,,7,,9863.39202051586,9863.39202051586,6,,,5,5,1,2,3,4,5,6,7,10,12,13,,,10,8,3,11,2,20,3,1,
1,1,3,,,,330,331,,13,,7,,,,,,,,,,,,,,,,,,,,5,,,,3401.27589324971,3401.27589324971,6,,,5,5,13,2,1,3,,,,,,,,,71,9,3,15,1,30,3,1,
1,1,3,,,,34,35,35,11,2,3,,,,,,,,,,,,,,,,,,3,,,,,,4112.85,4112.85,6,117.51,2,5,4,13,,,,,,,,,,,,11,10,4,12,1,30,3,1,2
1,1,3,,,,35,36,36,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,19000,,98,,,4,3,4,13,,,,,,,,,,,8,10,4,9,1,40,3,1,1
1,1,3,,,,35,36,36,11,1,1,15,,,,,,,,,,,,,,,1,,,,,,7,,5000,5000,6,138.888888888889,2,5,3,13,,,,,,,,,,,,8,11,4,9,2,30,3,1,1
1,1,3,,,,35,36,36,11,1,15,,,,,,,,,,,,,,,,,,,,,,7,,5000,5000,6,138.888888888889,2,5,5,13,,,,,,,,,,,,8,11,4,9,2,30,3,1,1
1,1,3,,,,35,36,36,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,6000,6000,6,166.666666666667,2,5,5,13,,,,,,,,,,,,8,11,4,9,1,30,3,1,1
1,1,3,,,,35,36,36,11,2,2,,,,,,,,,,,,,,,,,2,,,,,,,2931.25,2931.25,5,81.4236111111111,1,4,4,13,,,,,,,,,,,,12,8,3,13,1,40,3,1,2
1,1,3,,,,35,36,36,11,2,4,3,,,,,,,,,,,,,,,,,3,4,,,,,5936,5936,6,164.888888888889,2,4,4,1,2,13,,,,,,,,,,2,10,4,2,1,30,3,1,2
1,1,3,,,,350,351,,13,,1,2,15,13,,,,,,,,,,,,,1,2,,,,6,7,,7000,7000,6,,,5,5,2,3,6,10,12,,,,,,,,8,8,3,9,2,20,3,1,
1,1,3,,,,350,351,,13,,7,,,,,,,,,,,,,,,,,,,,5,,,,3318.31794463387,3318.31794463387,6,,,5,5,2,13,,,,,,,,,,,71,9,3,15,1,20,3,1,
1,1,3,,,,36,37,37,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,5600,5600,6,151.351351351351,2,4,4,13,,,,,,,,,,,,8,8,3,9,2,30,3,1,1
1,1,3,,,,36,37,37,11,2,1,2,,,,,,,,,,,,,,,1,2,,,,,,,5986,5986,6,161.783783783784,2,4,5,13,,,,,,,,,,,,47,12,4,97,1,50,3,1,2
1,1,3,,,,360,361,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,15000,,98,,,4,4,2,10,11,14,,,,,,,,,8,8,3,9,2,20,3,1,
1,1,3,,,,360,361,,13,,1,13,,,,,,,,,,,,,,,1,,,,,6,,,6768,6768,6,,,5,,,,,,,,,,,,,,13,7,3,14,2,20,3,1,
1,1,3,,,,360,361,,13,,1,2,13,3,,,,,,,,,,,,,1,2,3,,,6,,,4109.74667521494,4109.74667521494,6,,,5,5,3,4,5,7,13,,,,,,,,8,8,3,9,2,20,3,1,
1,1,3,,,,360,361,,13,,1,2,3,4,,,,,,,,,,,,,1,2,3,4,,,,,5319.66769809113,5319.66769809113,6,,,4,5,1,2,3,4,5,11,13,,,,,,8,12,4,9,2,60,3,1,
1,1,3,,,,360,361,,13,,1,2,3,4,5,11,13,14,,,,,,,,,1,2,3,4,5,6,7,,3000,3000,5,,,4,4,1,2,3,4,5,,,,,,,,8,9,3,9,1,20,3,1,
1,1,3,,,,360,361,,13,,14,,,,,,,,,,,,,,,,,,,,,,7,,5152,5152,6,,,4,3,13,1,3,,,,,,,,,,7,9,3,6,2,40,3,1,
1,1,3,,,,360,361,,13,,15,,,,,,,,,,,,,,,,,,,,,,7,,10000,10000,6,,,4,3,3,13,,,,,,,,,,,8,10,4,9,1,30,3,1,
1,1,3,,,,360,361,,13,,16,1,2,17,13,14,15,,,,,,,,,,1,2,,,,6,7,8,10000,10000,6,,,5,,,,,,,,,,,,,,9,7,3,10,1,20,3,1,
1,1,3,,,,360,361,,13,,3,,,,,,,,,,,,,,,,,,3,,,,,,6304.80409480434,6304.80409480434,6,,,4,2,2,10,9,13,,,,,,,,,80,9,3,97,1,40,3,1,
1,1,3,,,,360,361,,13,,5,7,,,,,,,,,,,,,,,,,,,5,,,,4234.41734417344,4234.41734417344,6,,,5,4,2,13,,,,,,,,,,,71,10,4,15,1,20,3,1,
1,1,3,,,,360,361,,13,,9,,,,,,,,,,,,,,,,,,,,,6,,,4977.4769169508,4977.4769169508,6,,,4,2,13,2,,,,,,,,,,,86,9,3,17,2,20,3,1,
1,1,3,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,5,,,3,3,13,,,,,,,,,,,,65,10,4,16,1,30,3,1,
1,1,3,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,64157.056474249,,98,,,5,,,,,,,,,,,,,,8,5,2,9,1,40,3,1,
1,1,3,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,9623.55847113734,9623.55847113734,6,,,4,,,,,,,,,,,,,,5,5,2,5,1,20,3,1,
1,1,3,,,,364,365,,13,,1,11,,,,,,,,,,,,,,,1,,,,,6,,,10425.5216770655,,98,,,5,,,,,,,,,,,,,,8,5,2,9,2,30,3,1,
1,1,3,,,,364,365,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,15959.0030942734,,98,,,5,2,13,2,1,10,,,,,,,,,273,12,4,15,1,30,3,1,
1,1,3,,,,364,365,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,33500,,98,,,5,5,2,3,5,13,6,9,10,11,,,,,8,12,4,9,2,20,3,1,
1,1,3,,,,364,365,,13,,1,2,3,11,14,17,,,,,,,,,,,1,2,3,,,6,7,8,6402.61226580445,6402.61226580445,6,,,5,,,,,,,,,,,,,,8,6,2,9,2,30,3,1,
1,1,3,,,,364,365,,13,,1,2,3,4,6,7,11,13,,,,,,,,,1,2,3,4,5,6,,,23000,,98,,,5,,,,,,,,,,,,,,8,6,2,9,1,20,3,1,
1,1,3,,,,364,365,,13,,1,2,3,5,9,11,14,,,,,,,,,,1,2,3,,5,6,7,,13000,,98,,,5,,,,,,,,,,,,,,8,6,2,9,1,20,3,1,
1,1,3,,,,364,365,,13,,1,2,3,7,,,,,,,,,,,,,1,2,3,,5,,,,10639.3353961823,,98,,,5,5,1,2,3,4,6,10,11,13,,,,,58,12,4,15,1,30,3,1,
1,1,3,,,,364,365,,13,,10,,,,,,,,,,,,,,,,,,,,,6,,,6775.06775067751,6775.06775067751,6,,,3,3,13,2,,,,,,,,,,,36,10,4,97,1,30,3,1,
1,1,3,,,,364,365,,13,,10,,,,,,,,,,,,,,,,,,,,,6,,,9752.72411316706,9752.72411316706,6,,,4,4,13,,,,,,,,,,,,86,12,4,17,1,20,3,1,
1,1,3,,,,364,365,,13,,17,3,,,,,,,,,,,,,,,,,3,,,,,8,5195.43494449544,5195.43494449544,6,,,5,4,2,1,13,3,,,,,,,,,2,11,4,2,2,40,3,1,
1,1,3,,,,364,365,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,5796,5796,6,,,4,2,2,10,,,,,,,,,,,7,9,3,6,2,30,3,1,
1,1,3,,,,39,40,40,11,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,1675.3,1675.3,4,41.8825,1,5,4,13,1,2,,,,,,,,,,2,12,4,2,1,30,3,1,1
1,1,3,,,,39,40,40,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,5864,5864,6,146.6,2,4,4,13,2,,,,,,,,,,,2,9,3,2,1,30,3,1,1
1,1,3,,,,39,40,40,11,2,15,,,,,,,,,,,,,,,,,,,,,,7,,3463.62329633029,3463.62329633029,6,86.5905824082573,1,5,4,13,1,,,,,,,,,,,2,11,4,2,1,30,3,1,2
1,1,3,,,,39,40,40,11,2,8,,,,,,,,,,,,,,,,,,,,5,,,,1484,1484,3,37.1,1,4,5,1,2,13,,,,,,,,,,2,10,4,2,1,40,3,1,2
1,1,3,,,,40,41,41,11,1,10,,,,,,,,,,,,,,,,,,,,,6,,,1200,1200,3,29.2682926829268,1,4,3,13,,,,,,,,,,,,8,9,3,9,1,40,3,1,1
1,1,3,,,,40,41,41,11,1,4,1,,,,,,,,,,,,,,,1,,,4,,,,,3000,3000,5,73.1707317073171,1,3,3,13,,,,,,,,,,,,11,10,4,12,1,40,3,1,1
1,1,3,,,,40,41,41,11,2,1,,,,,,,,,,,,,,,,1,,,,,,,,3500,3500,6,85.3658536585366,1,4,4,13,,,,,,,,,,,,2,10,4,2,1,30,3,1,2
1,1,3,,,,42,43,43,11,2,1,15,,,,,,,,,,,,,,,1,,,,,,7,,3876,3876,6,90.1395348837209,1,5,3,2,6,13,,,,,,,,,,10,11,4,11,1,40,3,1,2
1,1,3,,,,43,44,44,11,,10,,,,,,,,,,,,,,,,,,,,,6,,,4245,4245,6,96.4772727272727,1,5,,,,,,,,,,,,,,2,7,3,2,1,20,3,1,
1,1,3,,,,43,44,44,11,1,2,3,,,,,,,,,,,,,,,,2,3,,,,,,3700,3700,6,84.0909090909091,1,4,4,4,5,13,,,,,,,,,,8,11,4,9,1,30,3,1,1
1,1,3,,,,43,44,44,11,2,2,,,,,,,,,,,,,,,,,2,,,,,,,4700.4,4700.4,6,106.827272727273,2,4,4,13,,,,,,,,,,,,11,10,4,12,1,30,3,1,2
1,1,3,,,,45,46,46,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,6000,6000,6,130.434782608696,2,5,5,10,13,,,,,,,,,,,8,8,3,9,1,30,3,1,1
1,1,3,,,,45,46,46,11,1,1,7,6,,,,,,,,,,,,,,1,,,,5,,,,6206.27898110631,6206.27898110631,6,134.91910828492,2,5,5,13,,,,,,,,,,,,11,12,4,12,1,50,3,1,1
1,1,3,,,,48,49,49,11,1,6,,,,,,,,,,,,,,,,,,,,5,,,,4600,4600,6,93.8775510204082,1,5,5,13,2,1,,,,,,,,,,111,11,4,97,1,40,3,1,1
1,1,3,,,,49,50,50,11,2,2,,,,,,,,,,,,,,,,,2,,,,,,,500,500,1,10,1,5,4,13,,,,,,,,,,,,2,9,3,2,1,20,3,1,2
1,1,3,,,,5,6,6,6,2,11,,,,,,,,,,,,,,,,,,,,,6,,,9400.8,9400.8,6,1566.8,8,5,3,3,13,,,,,,,,,,,12,10,4,13,1,30,3,1,2
1,1,3,,,,50,51,51,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,4373.2,4373.2,6,85.7490196078431,1,4,,,,,,,,,,,,,,40,5,2,97,2,30,3,1,
1,1,3,,,,50,51,51,11,1,10,,,,,,,,,,,,,,,,,,,,,6,,,8000,8000,6,156.862745098039,2,4,4,13,,,,,,,,,,,,40,12,4,97,2,30,3,1,1
1,1,3,,,,59,60,60,11,2,12,,,,,,,,,,,,,,,,,,,,,6,,,3546.44513206075,3546.44513206075,6,59.1074188676792,1,5,5,1,2,3,13,,,,,,,,,2,12,4,2,1,30,3,1,2
1,1,3,,,,59,60,60,11,2,2,,,,,,,,,,,,,,,,,2,,,,,,,2968,2968,5,49.4666666666667,1,4,4,2,1,13,,,,,,,,,,2,10,4,2,1,30,3,1,2
1,1,3,,,,6,7,7,7,2,2,,,,,,,,,,,,,,,,,2,,,,,,,2654.65435570709,2654.65435570709,5,379.236336529585,4,3,2,13,2,,,,,,,,,,,2,9,3,2,1,40,3,1,2
1,1,3,,,,60,61,,12,,10,,,,,,,,,,,,,,,,,,,,,6,,,2726.67490015558,2726.67490015558,5,,,4,,,,,,,,,,,,,,11,5,2,12,1,30,3,1,
1,1,3,,,,60,61,,12,,14,,,,,,,,,,,,,,,,,,,,,,7,,8490,8490,6,,,4,,,,,,,,,,,,,,2,7,3,2,1,20,3,1,
1,1,3,,,,60,61,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2540.65040650407,2540.65040650407,5,,,5,5,13,,,,,,,,,,,,2,10,4,2,1,40,3,1,1
1,1,3,,,,60,61,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2540.65040650407,2540.65040650407,5,,,5,5,3,2,4,7,13,,,,,,,,30,10,4,7,1,20,3,1,1
1,1,3,,,,60,61,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2597.71747224772,2597.71747224772,5,,,4,4,2,4,10,,,,,,,,,,83,11,4,97,2,20,3,1,1
1,1,3,,,,60,61,,12,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,8000,8000,6,,,4,3,13,,,,,,,,,,,,47,12,4,97,1,30,3,1,1
1,1,3,,,,60,61,,12,1,4,,,,,,,,,,,,,,,,,,,4,,,,,8000,8000,6,,,4,4,13,2,,,,,,,,,,,51,12,4,15,1,40,3,1,1
1,1,3,,,,60,61,,12,1,4,9,,,,,,,,,,,,,,,,,,4,,6,,,8152.9,8152.9,6,,,4,3,13,,,,,,,,,,,,64,11,4,97,1,50,3,1,1
1,1,3,,,,60,61,,12,1,5,,,,,,,,,,,,,,,,,,,,5,,,,3600,3600,6,,,4,4,13,15,1,,,,,,,,,,223,9,3,97,1,30,3,1,1
1,1,3,,,,60,61,,12,2,1,13,,,,,,,,,,,,,,,1,,,,,6,,,5823.5,5823.5,6,,,5,5,13,1,,,,,,,,,,,11,11,4,12,1,60,3,1,2
1,1,3,,,,60,61,,12,2,1,13,,,,,,,,,,,,,,,1,,,,,6,,,6988.2,6988.2,6,,,5,5,13,,,,,,,,,,,,11,11,4,12,1,30,3,1,2
1,1,3,,,,60,61,,12,2,12,1,,,,,,,,,,,,,,,1,,,,,6,,,16451.4,,98,,,5,5,4,5,6,13,,,,,,,,,11,10,4,12,1,30,3,1,2
1,1,3,,,,60,61,,12,2,13,,,,,,,,,,,,,,,,,,,,,6,,,4569,4569,6,,,5,4,13,1,3,,,,,,,,,,2,12,4,2,1,50,3,1,2
1,1,3,,,,60,61,,12,2,7,,,,,,,,,,,,,,,,,,,,5,,,,1523,1523,4,,,5,5,13,1,2,,,,,,,,,,2,12,4,2,1,30,3,1,2
1,1,3,,,,61,62,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3000,3000,5,,,5,5,2,13,,,,,,,,,,,87,12,4,97,1,20,3,1,1
1,1,3,,,,62,63,,12,1,15,,,,,,,,,,,,,,,,,,,,,,7,,10000,10000,6,,,5,5,1,2,13,,,,,,,,,,8,8,3,9,1,30,3,1,1
1,1,3,,,,63,64,,12,1,13,10,9,,,,,,,,,,,,,,,,,,,6,,,5177.6,5177.6,6,,,4,4,2,1,3,13,,,,,,,,,10,10,4,11,1,40,3,1,1
1,1,3,,,,69,70,,12,,1,,,,,,,,,,,,,,,,1,,,,,,,,5000,5000,6,,,5,,,,,,,,,,,,,,40,5,2,97,1,30,3,1,
1,1,3,,,,7,8,8,8,2,1,,,,,,,,,,,,,,,,1,,,,,,,,8000,8000,6,1000,7,5,5,13,,,,,,,,,,,,23,10,4,97,1,40,3,1,2
1,1,3,,,,7,8,8,8,2,3,11,,,,,,,,,,,,,,,,,3,,,6,,,2500,2500,5,312.5,4,4,5,13,,,,,,,,,,,,11,9,3,12,1,20,3,1,2
1,1,3,,,,70,71,,12,1,14,,,,,,,,,,,,,,,,,,,,,,7,,10355.2,,98,,,4,3,13,,,,,,,,,,,,10,10,4,11,2,30,3,1,1
1,1,3,,,,75,76,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,8000,8000,6,,,5,4,2,4,6,13,,,,,,,,,87,12,4,97,1,20,3,1,1
1,1,3,,,,75,76,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,5500,5500,6,,,3,5,1,13,,,,,,,,,,,8,11,4,9,1,50,3,1,1
1,1,3,,,,77,78,,12,1,10,,,,,,,,,,,,,,,,,,,,,6,,,4542.74,4542.74,6,,,5,5,2,3,13,,,,,,,,,,10,12,4,11,1,40,3,1,1
1,1,3,,,,80,81,,12,1,10,,,,,,,,,,,,,,,,,,,,,6,,,3633.39,3633.39,6,,,5,3,13,,,,,,,,,,,,10,9,3,11,1,40,3,1,1
1,1,3,,,,80,81,,12,2,12,,,,,,,,,,,,,,,,,,,,,6,,,7050.6,7050.6,6,,,5,5,13,,,,,,,,,,,,11,10,4,12,1,30,3,1,2
1,1,3,,,,82,83,,12,1,2,8,,,,,,,,,,,,,,,,2,,,5,,,,814.47,814.47,2,,,4,4,2,1,13,,,,,,,,,,1,12,4,1,1,30,3,1,1
1,1,3,,,,89,90,,12,,5,6,,,,,,,,,,,,,,,,,,,5,,,,2405.88961778434,2405.88961778434,5,,,5,,,,,,,,,,,,,,59,5,2,97,1,50,3,1,
1,1,3,,,,89,90,,12,,7,,,,,,,,,,,,,,,,,,,,5,,,,2967.26386193401,2967.26386193401,5,,,5,,,,,,,,,,,,,,2,5,2,2,1,30,3,1,
1,1,3,,,,89,90,,12,,7,,,,,,,,,,,,,,,,,,,,5,,,,9000,9000,6,,,5,,,,,,,,,,,,,,8,6,2,9,1,40,3,1,
1,1,3,,,,89,90,,12,1,15,,,,,,,,,,,,,,,,,,,,,,7,,2468.4,2468.4,5,,,4,4,1,2,13,,,,,,,,,,4,8,3,4,1,20,3,1,1
1,1,3,,,,89,90,,12,1,2,1,13,17,,,,,,,,,,,,,1,2,,,,6,,8,11872,,98,,,5,5,1,2,3,13,,,,,,,,,2,10,4,2,1,30,3,1,1
1,1,3,,,,89,90,,12,1,2,16,1,,,,,,,,,,,,,,1,2,,,,,7,,10162.6016260163,,98,,,4,3,1,2,12,15,,,,,,,,,2,10,4,2,1,30,3,1,1
1,1,3,,,,89,90,,12,2,2,,,,,,,,,,,,,,,,,2,,,,,,,3591.6,3591.6,6,,,5,5,1,13,,,,,,,,,,,11,12,4,12,1,60,3,1,2
1,1,3,,,,9,10,10,10,2,10,,,,,,,,,,,,,,,,,,,,,6,,,4134.4,4134.4,6,413.44,5,5,5,13,,,,,,,,,,,,10,11,4,11,2,30,3,1,2
1,1,3,,,,9,10,10,10,2,13,,,,,,,,,,,,,,,,,,,,,6,,,3030.67038428901,3030.67038428901,6,303.067038428901,4,4,5,13,,,,,,,,,,,,6,11,4,8,2,40,3,1,2
1,1,3,,,,90,91,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2487.5,2487.5,5,,,4,,,,,,,,,,,,,,86,6,2,17,1,40,3,1,
1,1,3,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1000,1000,2,,,4,4,2,3,4,,,,,,,,,,8,10,4,9,1,30,3,1,1
1,1,3,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,4367.625,4367.625,6,,,4,5,2,4,6,10,11,13,,,,,,,12,11,4,13,2,20,3,1,1
1,1,3,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,4788.8,4788.8,6,,,4,5,2,3,13,,,,,,,,,,271,12,4,97,2,20,3,1,1
1,1,3,,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,7000,7000,6,,,5,5,13,,,,,,,,,,,,83,10,4,97,1,15,3,1,1
1,1,3,,,,90,91,,13,1,1,13,9,16,,,,,,,,,,,,,1,,,,,6,7,,20000,,98,,,5,5,13,,,,,,,,,,,,9,12,4,10,1,60,3,1,1
1,1,3,,,,90,91,,13,1,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,9380,9380,6,,,5,4,1,2,3,13,,,,,,,,,11,8,3,12,2,30,3,1,1
1,1,3,,,,90,91,,13,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,800,800,2,,,5,5,2,3,4,5,10,13,,,,,,,59,12,4,97,1,20,3,1,1
1,1,3,,,,90,91,,13,1,12,,,,,,,,,,,,,,,,,,,,,6,,,4700.4,4700.4,6,,,3,5,13,,,,,,,,,,,,56,10,4,97,1,30,3,1,1
1,1,3,,,,90,91,,13,1,4,1,,,,,,,,,,,,,,,1,,,4,,,,,6300,6300,6,,,5,5,13,2,,,,,,,,,,,45,12,4,97,2,20,3,1,1
1,1,3,,,,90,91,,13,2,3,,,,,,,,,,,,,,,,,,3,,,,,,5980,5980,6,,,5,5,13,,,,,,,,,,,,2,11,4,2,1,40,3,1,2
1,1,3,,,,91,92,,13,,1,13,17,,,,,,,,,,,,,,1,,,,,6,,8,6000,6000,6,,,5,,,,,,,,,,,,,,10,5,2,11,1,30,3,1,
1,1,3,,,,92,93,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2500,2500,5,,,5,,,,,,,,,,,,,,8,5,2,9,1,30,3,1,
1,1,3,,,,92,93,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,4000,4000,6,,,5,5,13,,,,,,,,,,,,8,9,3,9,1,20,3,1,1
1,1,3,,,,99,100,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,3000,3000,5,,,5,5,1,2,13,10,,,,,,,,,8,12,4,9,1,20,3,1,1
1,1,4,,,,100,101,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2993,2993,5,,,5,3,14,2,,,,,,,,,,,49,12,4,97,1,20,4,1,1
1,1,4,,,,119,120,,13,,1,3,13,,,,,,,,,,,,,,1,,3,,,6,,,5000,5000,6,,,5,,,,,,,,,,,,,,9,6,2,10,2,20,4,1,
1,1,4,,,,119,120,,13,,13,1,2,9,,,,,,,,,,,,,1,2,,,,6,,,10000,10000,6,,,5,,,,,,,,,,,,,,13,7,3,14,2,20,4,1,
1,1,4,,,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2400.97959967667,2400.97959967667,5,,,4,,,,,,,,,,,,,,11,6,2,12,1,20,4,1,
1,1,4,,,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2916.8,2916.8,5,,,4,,,,,,,,,,,,,,45,5,2,97,1,20,4,1,
1,1,4,,,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,3061.24,3061.24,6,,,5,,,,,,,,,,,,,,12,5,2,13,2,20,4,1,
1,1,4,,,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,3601.469399515,3601.469399515,6,,,4,,,,,,,,,,,,,,59,6,2,97,2,20,4,1,
1,1,4,,,,120,121,,13,,1,11,12,13,17,7,,,,,,,,,,,1,,,,5,6,,8,4109.22,4109.22,6,,,5,,,,,,,,,,,,,,12,6,2,13,2,20,4,1,
1,1,4,,,,120,121,,13,,1,13,17,,,,,,,,,,,,,,1,,,,,6,,8,7774.2,7774.2,6,,,5,,,,,,,,,,,,,,11,6,2,12,1,20,4,1,
1,1,4,,,,120,121,,13,,1,2,17,,,,,,,,,,,,,,1,2,,,,,,8,3200,3200,6,,,5,,,,,,,,,,,,,,11,6,2,12,1,20,4,1,
1,1,4,,,,120,121,,13,,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,2400.97959967667,2400.97959967667,5,,,5,,,,,,,,,,,,,,50,6,2,97,2,20,4,1,
1,1,4,,,,120,121,,13,,1,2,4,13,,,,,,,,,,,,,1,2,,4,,6,,,5000,5000,6,,,5,,,,,,,,,,,,,,9,6,2,10,2,20,4,1,
1,1,4,,,,120,121,,13,,1,4,2,,,,,,,,,,,,,,1,2,,4,,,,,4220.28,4220.28,6,,,5,,,,,,,,,,,,,,11,6,2,12,2,20,4,1,
1,1,4,,,,120,121,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,304.6,304.6,1,,,5,5,1,2,14,,,,,,,,,,2,12,4,2,2,20,4,1,1
