F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63
5,4,2,13,,,120,121,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3800,3800,6,,,5,5,1,2,3,11,,,,,,,,,8,8,3,9,2,40,2,4,1
5,4,2,13,,,150,151,,13,,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,8000,8000,6,,,5,5,2,11,,,,,,,,,,,8,8,3,9,2,40,2,4,
5,4,2,13,,,150,151,,13,1,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,5206.3,5206.3,6,,,4,4,1,2,3,11,,,,,,,,,1,10,4,1,2,40,2,4,1
5,4,2,13,,,150,151,,13,1,9,10,,,,,,,,,,,,,,,,,,,,6,,,4143.7,4143.7,6,,,5,5,2,3,,,,,,,,,,,9,10,4,10,2,50,2,4,1
5,4,2,13,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2691.4,2691.4,5,,,4,4,2,,,,,,,,,,,,10,9,3,11,1,20,2,4,
5,4,2,13,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2776.5074802378,2776.5074802378,5,,,5,,,,,,,,,,,,,,2,7,3,2,2,20,2,4,
5,4,2,13,,,180,181,,13,,1,5,,,,,,,,,,,,,,,1,,,,5,,,,5000,5000,6,,,5,,,,,,,,,,,,,,31,7,3,97,1,40,2,4,
5,4,2,13,,,180,181,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,2449.85954138629,2449.85954138629,5,,,5,,,,,,,,,,,,,,71,7,3,15,2,40,2,4,
5,4,2,13,,,19,20,20,11,,7,5,,,,,,,,,,,,,,,,,,,5,,,,2000,2000,4,100,1,2,,,,,,,,,,,,,,8,5,2,9,2,50,2,4,
5,4,2,13,,,19,20,20,11,1,6,,,,,,,,,,,,,,,,,,,,5,,,,25977.1747224772,,98,,,4,4,2,1,11,,,,,,,,,,2,11,4,2,2,30,2,4,1
5,4,2,13,,,190,191,,13,,2,3,,,,,,,,,,,,,,,,2,3,,,,,,4977.4769169508,4977.4769169508,6,,,3,4,1,2,,,,,,,,,,,8,9,3,9,2,50,2,4,
5,4,2,13,,,20,21,21,11,1,1,3,,,,,,,,,,,,,,,1,,3,,,,,,1643.89867008598,1643.89867008598,4,78.2808890517131,1,5,5,2,12,16,,,,,,,,,,10,8,3,11,1,30,2,4,1
5,4,2,13,,,240,241,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2054.87333760747,2054.87333760747,5,,,5,5,1,2,3,4,6,,,,,,,,2,8,3,2,2,20,2,4,
5,4,2,13,,,240,241,,13,,2,1,13,,,,,,,,,,,,,,1,2,,,,6,,,10390.8698889909,,98,,,4,4,1,2,3,,,,,,,,,,2,11,4,2,1,20,2,4,
5,4,2,13,,,270,271,,13,,11,9,,,,,,,,,,,,,,,,,,,,6,,,3000,3000,5,,,5,5,1,2,3,10,11,,,,,,,,8,10,4,9,2,30,2,4,
5,4,2,13,,,270,271,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,2597.71747224772,2597.71747224772,5,,,5,5,1,3,4,,,,,,,,,,2,11,4,2,2,30,2,4,
5,4,2,13,,,270,271,,13,,6,,,,,,,,,,,,,,,,,,,,5,,,,2540.65040650407,2540.65040650407,5,,,5,5,2,1,,,,,,,,,,,7,10,4,6,2,30,2,4,
5,4,2,13,,,30,31,31,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,2000,2000,4,64.5161290322581,1,4,,,,,,,,,,,,,,8,7,3,9,2,50,2,4,
5,4,2,13,,,30,31,31,11,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,800.326533225556,800.326533225556,2,25.8169849427599,1,5,,,,,,,,,,,,,,71,6,2,15,2,40,2,4,
5,4,2,13,,,30,31,31,11,1,2,,,,,,,,,,,,,,,,,2,,,,,,,1801.416,1801.416,4,58.1101935483871,1,5,5,2,3,,,,,,,,,,,1,12,4,1,2,40,2,4,1
5,4,2,13,,,300,301,,13,,11,,,,,,,,,,,,,,,,,,,,,6,,,1731.81164816515,1731.81164816515,4,,,5,5,16,,,,,,,,,,,,71,11,4,15,1,50,2,4,
5,4,2,13,,,300,301,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,1600.65306645111,1600.65306645111,4,,,5,,,,,,,,,,,,,,39,6,2,19,2,30,2,4,
5,4,2,13,,,300,301,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,2286.58536585366,2286.58536585366,5,,,4,5,1,2,,,,,,,,,,,2,10,4,2,2,20,2,4,
5,4,2,13,,,330,331,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,6061.34076857801,6061.34076857801,6,,,4,3,1,3,,,,,,,,,,,2,11,4,2,2,60,2,4,
5,4,2,13,,,364,365,,13,,11,,,,,,,,,,,,,,,,,,,,,6,,,3463.62329633029,3463.62329633029,6,,,4,4,1,2,3,10,,,,,,,,,2,11,4,2,2,20,2,4,
5,4,2,13,,,364,365,,13,,3,,,,,,,,,,,,,,,,,,3,,,,,,6061.34076857801,6061.34076857801,6,,,4,4,1,2,,,,,,,,,,,2,11,4,2,2,20,2,4,
5,4,2,13,,,364,365,,13,,4,,,,,,,,,,,,,,,,,,,4,,,,,6061.34076857801,6061.34076857801,6,,,5,3,1,3,,,,,,,,,,,2,11,4,2,1,50,2,4,
5,4,2,13,,,40,41,41,11,,7,,,,,,,,,,,,,,,,,,,,5,,,,2000,2000,4,48.780487804878,1,4,,,,,,,,,,,,,,8,7,3,9,2,30,2,4,
5,4,2,13,,,45,46,46,11,1,13,1,,,,,,,,,,,,,,,1,,,,,6,,,1506.8,1506.8,4,32.7565217391304,1,5,5,3,2,,,,,,,,,,,9,10,4,10,2,30,2,4,1
5,4,2,13,,,50,51,51,11,1,11,,,,,,,,,,,,,,,,,,,,,6,,,4400,4400,6,86.2745098039216,1,5,5,2,,,,,,,,,,,,8,8,3,9,2,50,2,4,1
5,4,2,13,,,50,51,51,11,1,4,,,,,,,,,,,,,,,,,,,4,,,,,1916.4,1916.4,4,37.5764705882353,1,5,5,1,2,,,,,,,,,,,1,12,4,1,2,50,2,4,1
5,4,2,13,,,82,83,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3500,3500,6,,,5,5,16,,,,,,,,,,,,8,8,3,9,1,20,2,4,1
5,4,2,13,,,89,90,,12,,2,,,,,,,,,,,,,,,,,2,,,,,,,16006.5306645111,,98,,,5,,,,,,,,,,,,,,2,6,2,2,2,30,2,4,
5,4,2,13,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2659.83384904556,2659.83384904556,5,,,4,4,1,,,,,,,,,,,,2,12,4,2,1,40,2,4,1
5,4,2,13,,,90,91,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,6124.95,6124.95,6,,,4,4,2,,,,,,,,,,,,1,8,3,1,2,30,2,4,1
5,4,2,13,,,90,91,,13,1,2,,,,,,,,,,,,,,,,,2,,,,,,,3800,3800,6,,,5,5,2,1,,,,,,,,,,,8,8,3,9,2,50,2,4,1
5,4,2,13,,,90,91,,13,1,9,,,,,,,,,,,,,,,,,,,,,6,,,5000,5000,6,,,5,5,2,,,,,,,,,,,,8,8,3,9,2,60,2,4,1
5,4,2,13,2,,90,91,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,1202.94480889217,1202.94480889217,3,,,4,,,,,,,,,,,,,,11,5,2,12,2,20,2,4,
5,4,2,13,2,,90,91,,13,1,5,,,,,,,,,,,,,,,,,,,,5,,,,2839.8,2839.8,5,,,5,5,2,1,11,,,,,,,,,,1,10,4,1,2,40,2,4,1
5,4,2,13,3,2,150,151,,13,1,1,4,,,,,,,,,,,,,,,1,,,4,,,,,7050.6,7050.6,6,,,5,5,2,3,,,,,,,,,,,12,10,4,13,2,40,2,4,1
5,4,2,2,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,865.905824082573,865.905824082573,2,,,4,4,1,2,4,10,,,,,,,,,2,11,4,2,1,30,2,4,
5,4,2,2,1,,39,40,40,11,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,1495,1495,3,37.375,1,4,4,1,2,,,,,,,,,,,2,11,4,2,1,20,2,4,1
5,4,2,2,1,,60,61,,12,1,1,,,,,,,,,,,,,,,,1,,,,,,,,5195.43494449544,5195.43494449544,6,,,5,4,1,2,,,,,,,,,,,2,11,4,2,2,30,2,4,1
5,4,2,2,1,3,150,151,,13,1,1,14,2,,,,,,,,,,,,,,1,2,,,,,7,,9524.9640649083,9524.9640649083,6,,,5,5,1,2,3,11,,,,,,,,,2,11,4,2,2,20,2,4,1
5,4,2,2,1,4,300,301,,13,,9,,,,,,,,,,,,,,,,,,,,,6,,,9092.01115286702,9092.01115286702,6,,,4,4,1,2,3,4,,,,,,,,,2,11,4,2,1,20,2,4,
5,4,2,2,3,8,150,151,,13,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,7000,7000,6,,,3,2,1,3,11,2,14,,,,,,,,2,9,3,2,2,30,2,4,1
5,4,2,2,5,7,178,179,,13,,10,13,,,,,,,,,,,,,,,,,,,,6,,,3266.47938851506,3266.47938851506,6,,,5,,,,,,,,,,,,,,13,7,3,14,2,20,2,4,
5,4,2,3,2,4,30,31,31,11,1,1,4,,,,,,,,,,,,,,,1,,,4,,,,,1893.2,1893.2,4,61.0709677419355,1,5,5,1,2,3,4,10,,,,,,,,1,10,4,1,2,20,2,4,1
5,4,2,6,10,1,162,163,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,1092.9,1092.9,3,,,4,,,,,,,,,,,,,,9,6,2,10,2,20,2,4,
5,4,2,8,3,1,330,331,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,2216.52820753797,2216.52820753797,5,,,5,5,1,3,11,,,,,,,,,,2,12,4,2,1,60,2,4,
5,4,3,,,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,6000,6000,6,,,4,,,,,,,,,,,,,,8,7,3,9,1,40,3,4,
5,4,3,,,,120,121,,13,1,3,13,2,,,,,,,,,,,,,,,2,3,,,6,,,11009.4850948509,,98,,,5,5,1,2,13,3,,,,,,,,,2,10,4,2,1,20,3,4,1
5,4,3,,,,149,150,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,17607.1837309622,,98,,,5,,,,,,,,,,,,,,8,6,2,9,1,50,3,4,
5,4,3,,,,150,151,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,15000,,98,,,4,,,,,,,,,,,,,,86,6,2,17,1,30,3,4,
5,4,3,,,,17,18,18,11,,13,,,,,,,,,,,,,,,,,,,,,6,,,1300,1300,3,72.2222222222222,1,5,,,,,,,,,,,,,,66,6,2,18,1,20,3,4,
5,4,3,,,,180,181,,13,1,10,11,,,,,,,,,,,,,,,,,,,,6,,,6000,6000,6,,,4,4,13,1,,,,,,,,,,,65,11,4,16,1,40,3,4,1
5,4,3,,,,180,181,,13,1,5,1,,,,,,,,,,,,,,,1,,,,5,,,,6548.9,6548.9,6,,,4,4,13,2,,,,,,,,,,,2,12,4,2,1,30,3,4,1
5,4,3,,,,2,3,3,3,,3,,,,,,,,,,,,,,,,,,3,,,,,,382.655,382.655,1,127.551666666667,2,5,,,,,,,,,,,,,,11,5,2,12,2,30,3,4,
5,4,3,,,,20,21,21,11,,1,4,,,,,,,,,,,,,,,1,,,4,,,,,2240.6,2240.6,5,106.695238095238,2,4,,,,,,,,,,,,,,11,7,3,12,1,50,3,4,
5,4,3,,,,21,22,22,11,2,3,4,,,,,,,,,,,,,,,,,3,4,,,,,4100,4100,6,186.363636363636,2,4,3,13,,,,,,,,,,,,11,10,4,12,1,30,3,4,2
5,4,3,,,,21,22,22,11,2,5,,,,,,,,,,,,,,,,,,,,5,,,,1758.75,1758.75,4,79.9431818181818,1,5,2,3,13,,,,,,,,,,,12,8,3,13,1,50,3,4,2
5,4,3,,,,210,211,,13,,13,,,,,,,,,,,,,,,,,,,,,6,,,10784.5333200601,,98,,,5,3,2,10,13,,,,,,,,,,14,9,3,97,1,30,3,4,
5,4,3,,,,210,211,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,88922.7642276423,,98,,,3,4,2,3,6,1,,,,,,,,,2,10,4,2,1,30,3,4,1
5,4,3,,,,240,241,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,9284,9284,6,,,4,,,,,,,,,,,,,,1,6,2,1,1,40,3,4,
5,4,3,,,,240,241,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,13854.4931853212,,98,,,4,5,1,2,13,,,,,,,,,,2,11,4,2,1,30,3,4,
5,4,3,,,,245,246,,13,,1,13,17,9,11,,,,,,,,,,,,1,,,,,6,,8,11751,,98,,,4,5,3,4,6,13,,,,,,,,,12,10,4,13,2,20,3,4,
5,4,3,,,,29,30,30,11,,1,5,,,,,,,,,,,,,,,1,,,,5,,,,1500,1500,3,50,1,4,,,,,,,,,,,,,,8,7,3,9,1,40,3,4,
5,4,3,,,,290,291,,13,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,3000,3000,5,,,5,5,2,13,,,,,,,,,,,71,12,4,15,1,40,3,4,
5,4,3,,,,30,31,31,11,,1,,,,,,,,,,,,,,,,1,,,,,,,,1116.12,1116.12,3,36.0038709677419,1,5,,,,,,,,,,,,,,1,7,3,1,1,30,3,4,
5,4,3,,,,30,31,31,11,,4,,,,,,,,,,,,,,,,,,,4,,,,,3756.45129679232,3756.45129679232,6,121.175848283623,2,5,,,,,,,,,,,,,,1,7,3,1,1,40,3,4,
5,4,3,,,,30,31,31,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3212.32,3212.32,6,103.623225806452,2,4,2,13,2,,,,,,,,,,,1,9,3,1,1,50,3,4,1
5,4,3,,,,30,31,31,11,1,4,3,,,,,,,,,,,,,,,,,3,4,,,,,5000,5000,6,161.290322580645,2,5,3,2,13,,,,,,,,,,,8,9,3,9,2,40,3,4,1
5,4,3,,,,30,31,31,11,2,1,7,,,,,,,,,,,,,,,1,,,,5,,,,5115,5115,6,165,2,4,4,2,13,,,,,,,,,,,5,9,3,5,1,40,3,4,2
5,4,3,,,,30,31,31,11,2,6,,,,,,,,,,,,,,,,,,,,5,,,,6000,6000,6,193.548387096774,2,4,4,1,13,,,,,,,,,,,8,9,3,9,2,40,3,4,2
5,4,3,,,,30,31,31,11,2,7,,,,,,,,,,,,,,,,,,,,5,,,,4076.45,4076.45,6,131.498387096774,2,5,5,13,3,,,,,,,,,,,11,11,4,12,1,60,3,4,2
5,4,3,,,,300,301,,13,,11,,,,,,,,,,,,,,,,,,,,,6,,,7621.9512195122,7621.9512195122,6,,,3,3,13,,,,,,,,,,,,2,10,4,2,1,30,3,4,
5,4,3,,,,300,301,,13,,9,,,,,,,,,,,,,,,,,,,,,6,,,7440.8,7440.8,6,,,4,,,,,,,,,,,,,,1,7,3,1,1,40,3,4,
5,4,3,,,,330,331,,13,,2,7,,,,,,,,,,,,,,,,2,,,5,,,,10284.6908829762,,98,,,5,4,2,1,3,13,,,,,,,,,2,12,4,2,1,50,3,4,
5,4,3,,,,35,36,36,11,2,2,6,,,,,,,,,,,,,,,,2,,,5,,,,6584.6,6584.6,6,182.905555555556,2,4,5,13,,,,,,,,,,,,11,12,4,12,1,30,3,4,2
5,4,3,,,,364,365,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,31918.0061885468,,98,,,5,3,1,2,13,8,,,,,,,,,2,12,4,2,1,30,3,4,
5,4,3,,,,364,365,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,12412.5579622126,,98,,,5,5,13,2,1,4,,,,,,,,,2,12,4,2,1,40,3,4,
5,4,3,,,,40,41,41,11,,4,1,2,,,,,,,,,,,,,,1,2,,4,,,,,1693.03,1693.03,4,41.2934146341463,1,4,,,,,,,,,,,,,,9,7,3,10,1,30,3,4,
5,4,3,,,,40,41,41,11,1,1,,,,,,,,,,,,,,,,1,,,,,,,,60000,,98,,,4,2,2,13,,,,,,,,,,,8,9,3,9,1,50,3,4,1
5,4,3,,,,42,43,43,11,2,1,,,,,,,,,,,,,,,,1,,,,,,,,4234.41734417344,4234.41734417344,6,98.4748219575219,1,5,5,13,2,3,4,6,,,,,,,,68,10,4,97,1,30,3,4,2
5,4,3,,,,44,45,45,11,1,11,,,,,,,,,,,,,,,,,,,,,6,,,16000,,98,,,5,5,2,3,5,6,13,15,,,,,,,8,12,4,9,1,30,3,4,1
5,4,3,,,,45,46,46,11,1,8,,,,,,,,,,,,,,,,,,,,5,,,,4584,4584,6,99.6521739130435,1,4,4,13,2,,,,,,,,,,,1,11,4,1,1,40,3,4,1
5,4,3,,,,5,6,6,6,2,1,,,,,,,,,,,,,,,,1,,,,,,,,5000,5000,6,833.333333333333,7,4,5,13,,,,,,,,,,,,4,11,4,4,1,40,3,4,2
5,4,3,,,,50,51,51,11,1,10,,,,,,,,,,,,,,,,,,,,,6,,,3957.66,3957.66,6,77.6011764705882,1,4,4,1,13,,,,,,,,,,,1,8,3,1,1,30,3,4,1
5,4,3,,,,60,61,,12,,15,,,,,,,,,,,,,,,,,,,,,,7,,2599.52,2599.52,5,,,4,,,,,,,,,,,,,,1,6,2,1,1,40,3,4,
5,4,3,,,,60,61,,12,,2,,,,,,,,,,,,,,,,,2,,,,,,,360.1469399515,360.1469399515,1,,,4,,,,,,,,,,,,,,2,6,2,2,1,30,3,4,
5,4,3,,,,60,61,,12,1,10,1,3,,,,,,,,,,,,,,1,,3,,,6,,,6206.27898110631,6206.27898110631,6,,,3,3,13,,,,,,,,,,,,11,12,4,12,1,40,3,4,1
5,4,3,,,,60,61,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,5749.2,5749.2,6,,,4,4,13,2,,,,,,,,,,,1,12,4,1,1,40,3,4,1
5,4,3,,,,60,61,,12,1,4,,,,,,,,,,,,,,,,,,,4,,,,,5392.8,5392.8,6,,,4,4,13,,,,,,,,,,,,11,9,3,12,1,40,3,4,1
5,4,3,,,,64,65,,12,2,2,7,,,,,,,,,,,,,,,,2,,,5,,,,10176.2,,98,,,4,4,13,,,,,,,,,,,,11,12,4,12,1,50,3,4,2
5,4,3,,,,65,66,,12,1,15,,,,,,,,,,,,,,,,,,,,,,7,,4690,4690,6,,,4,4,13,,,,,,,,,,,,65,11,4,16,1,40,3,4,1
5,4,3,,,,7,8,8,8,2,1,,,,,,,,,,,,,,,,1,,,,,,,,400,400,1,50,1,5,3,13,,,,,,,,,,,,1,12,4,1,1,30,3,4,2
5,4,3,,,,7,8,8,8,2,11,,,,,,,,,,,,,,,,,,,,,6,,,946.6,946.6,2,118.325,2,3,3,16,,,,,,,,,,,,1,10,4,1,2,30,3,4,2
5,4,3,,,,7,8,8,8,2,2,,,,,,,,,,,,,,,,,2,,,,,,,862.38,862.38,2,107.7975,2,4,3,13,,,,,,,,,,,,1,12,4,1,1,40,3,4,2
5,4,3,,,,7,8,8,8,2,3,13,,,,,,,,,,,,,,,,,3,,,6,,,341.345343960847,341.345343960847,1,42.6681679951059,1,3,4,13,,,,,,,,,,,,1,12,4,1,1,20,3,4,2
5,4,3,,,,70,71,,12,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,1694.4,1694.4,4,,,5,,,,,,,,,,,,,,4,5,2,4,1,30,3,4,
5,4,3,,,,80,81,,12,,14,,,,,,,,,,,,,,,,,,,,,,7,,6700,6700,6,,,4,,,,,,,,,,,,,,46,7,3,97,1,50,3,4,
5,4,3,,,,89,90,,12,,1,13,3,17,,,,,,,,,,,,,1,,3,,,6,,8,10000,10000,6,,,4,,,,,,,,,,,,,,8,5,2,9,2,30,3,4,
5,4,3,,,,89,90,,12,1,2,,,,,,,,,,,,,,,,,2,,,,,,,958.2,958.2,2,,,4,4,12,13,,,,,,,,,,,1,12,4,1,1,30,3,4,1
5,4,3,,,,90,91,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,2800,2800,5,,,4,,,,,,,,,,,,,,8,6,2,9,1,30,3,4,
5,4,3,,,,90,91,,13,1,1,2,,,,,,,,,,,,,,,1,2,,,,,,,2540.65040650407,2540.65040650407,5,,,3,3,13,,,,,,,,,,,,2,10,4,2,1,30,3,4,1
5,4,3,,,,90,91,,13,1,11,,,,,,,,,,,,,,,,,,,,,6,,,5851.63446790024,5851.63446790024,6,,,3,3,13,,,,,,,,,,,,65,12,4,16,1,40,3,4,1
5,4,3,,,,90,91,,13,1,3,1,,,,,,,,,,,,,,,1,,3,,,,,,3133.46883468835,3133.46883468835,6,,,5,5,13,2,,,,,,,,,,,54,10,4,97,2,40,3,4,1
5,4,4,,,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,1000,1000,2,,,5,,,,,,,,,,,,,,65,6,2,16,1,20,4,4,
5,4,4,,,,120,121,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7075,7075,6,,,4,,,,,,,,,,,,,,2,7,3,2,1,20,4,4,
5,4,4,,,,120,121,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,3958.2,3958.2,6,,,4,4,2,,,,,,,,,,,,2,9,3,2,2,20,4,4,1
5,4,4,,,,120,121,,13,1,1,11,13,17,9,,,,,,,,,,,,1,,,,,6,,8,5986,5986,6,,,4,5,2,4,5,6,7,10,11,14,,,,,83,12,4,97,2,20,4,4,1
5,4,4,,,,120,121,,13,1,10,,,,,,,,,,,,,,,,,,,,,6,,,4078.41190186986,4078.41190186986,6,,,5,5,1,2,3,10,7,9,14,,,,,,2,12,4,2,1,20,4,4,1
5,4,4,,,,120,121,,13,1,2,,,,,,,,,,,,,,,,,2,,,,,,,12184,,98,,,5,3,1,11,14,10,,,,,,,,,2,12,4,2,2,20,4,4,1
5,4,4,,,,120,121,,13,1,5,,,,,,,,,,,,,,,,,,,,5,,,,3959.8,3959.8,6,,,5,4,14,2,,,,,,,,,,,2,12,4,2,2,20,4,4,1
5,4,4,,,,150,151,,13,,1,2,4,,,,,,,,,,,,,,1,2,,4,,,,,2449.85954138629,2449.85954138629,5,,,4,,,,,,,,,,,,,,2,7,3,2,1,20,4,4,
5,4,4,,,,150,151,,13,,11,12,,,,,,,,,,,,,,,,,,,,6,,,6532.95877703012,6532.95877703012,6,,,3,,,,,,,,,,,,,,72,7,3,97,2,30,4,4,
5,4,4,,,,150,151,,13,1,4,2,,,,,,,,,,,,,,,,2,,4,,,,,5178.2,5178.2,6,,,4,4,1,14,2,,,,,,,,,,2,12,4,2,1,20,4,4,1
5,4,4,,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,6575.5946803439,6575.5946803439,6,,,4,4,1,,,,,,,,,,,,2,8,3,2,2,20,4,4,
5,4,4,,,,180,181,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,9284,9284,6,,,4,,,,,,,,,,,,,,1,6,2,1,2,20,4,4,
5,4,4,,,,180,181,,13,,1,2,3,,,,,,,,,,,,,,1,2,3,,,,,,489.971908277259,489.971908277259,1,,,4,,,,,,,,,,,,,,2,7,3,2,2,20,4,4,
5,4,4,,,,180,181,,13,,2,1,,,,,,,,,,,,,,,1,2,,,,,,,8219.49335042988,8219.49335042988,6,,,4,4,11,1,2,3,,,,,,,,,2,8,3,2,2,20,4,4,
5,4,4,,,,180,181,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2659.83384904556,2659.83384904556,5,,,5,5,1,2,14,,,,,,,,,,1,12,4,1,2,20,4,4,1
5,4,4,,,,180,181,,13,1,1,5,12,13,,,,,,,,,,,,,1,,,,5,6,,,753.619590562909,753.619590562909,2,,,5,3,14,2,1,3,,,,,,,,,1,12,4,1,2,20,4,4,1
5,4,4,,,,210,211,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7466.2153754262,7466.2153754262,6,,,5,5,14,2,1,,,,,,,,,,2,9,3,2,2,20,4,4,
5,4,4,,,,210,211,,13,,5,,,,,,,,,,,,,,,,,,,,5,,,,5570.8,5570.8,6,,,4,4,1,2,14,3,10,9,,,,,,,2,9,3,2,1,20,4,4,
5,4,4,,,,210,211,,13,1,13,,,,,,,,,,,,,,,,,,,,,6,,,5424.2,5424.2,6,,,5,4,14,1,,,,,,,,,,,2,9,3,2,2,20,4,4,1
5,4,4,,,,210,211,,13,1,15,,,,,,,,,,,,,,,,,,,,,,7,,4485,4485,6,,,5,5,1,2,14,,,,,,,,,,2,11,4,2,1,20,4,4,1
5,4,4,,,,240,241,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7793.15241674316,7793.15241674316,6,,,5,4,1,2,12,3,,,,,,,,,2,11,4,2,2,20,4,4,
5,4,4,,,,270,271,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,8422.80718864428,8422.80718864428,6,,,4,4,1,14,2,,,,,,,,,,2,12,4,2,1,20,4,4,
5,4,4,,,,270,271,,13,,1,16,,,,,,,,,,,,,,,1,,,,,,7,,5143.39281418249,5143.39281418249,6,,,5,4,1,2,3,4,5,6,7,8,10,14,,,2,9,3,2,1,20,4,4,
5,4,4,,,,270,271,,13,,10,,,,,,,,,,,,,,,,,,,,,6,,,4433.05641507594,4433.05641507594,6,,,5,5,1,2,6,12,3,14,,,,,,,2,12,4,2,1,20,4,4,
5,4,4,,,,270,271,,13,,13,1,17,,,,,,,,,,,,,,1,,,,,6,,8,8226.10532878444,8226.10532878444,6,,,4,4,1,2,3,5,9,10,11,12,13,14,,,2,11,4,2,1,20,4,4,
5,4,4,,,,270,271,,13,,16,14,1,,,,,,,,,,,,,,1,,,,,,7,,6061.34076857801,6061.34076857801,6,,,5,5,1,3,9,12,14,,,,,,,,2,11,4,2,1,20,4,4,
5,4,4,,,,270,271,,13,,2,,,,,,,,,,,,,,,,,2,,,,,,,17318.1164816515,,98,,,4,4,13,1,2,,,,,,,,,,2,11,4,2,1,30,4,4,
5,4,4,,,,270,271,,13,1,1,,,,,,,,,,,,,,,,1,,,,,,,,8866.11283015188,8866.11283015188,6,,,4,4,2,1,14,,,,,,,,,,2,12,4,2,2,20,4,4,1
5,4,4,,,,30,31,31,11,,6,,,,,,,,,,,,,,,,,,,,5,,,,6000,6000,6,193.548387096774,2,4,,,,,,,,,,,,,,8,5,2,9,1,50,4,4,
5,4,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,5319.66769809113,5319.66769809113,6,,,4,3,14,2,1,,,,,,,,,,2,12,4,2,2,20,4,4,
5,4,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,7536.19590562909,7536.19590562909,6,,,4,4,1,2,3,7,14,,,,,,,,39,12,4,19,2,20,4,4,
5,4,4,,,,300,301,,13,,1,,,,,,,,,,,,,,,,1,,,,,,,,9524.9640649083,9524.9640649083,6,,,4,4,2,14,,,,,,,,,,,2,11,4,2,2,20,4,4,
5,4,4,,,,300,301,,13,,1,17,,,,,,,,,,,,,,,1,,,,,,,8,13550.135501355,,98,,,5,5,14,2,8,3,,,,,,,,,2,10,4,2,2,20,4,4,
5,4,4,,,,300,301,,13,,15,1,9,,,,,,,,,,,,,,1,,,,,6,7,,6206.27898110631,6206.27898110631,6,,,4,4,2,3,4,14,,,,,,,,,2,12,4,2,2,20,4,4,
5,4,4,,,,300,301,,13,,17,1,,,,,,,,,,,,,,,1,,,,,,,8,7420,7420,6,,,5,5,6,12,2,3,14,,,,,,,,2,10,4,2,1,20,4,4,
