D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT항공제외2,Q8a03,Q8a12,Q8_1a1,Q8_1a2,Q8_1a3,동행자유형,국가명,웰니스참여,웰니스만족,log_총액,year
6,5,2,,2.0,,,,,7.0,,3,1,542.9,3.0,,3,1.0,4.0,가족,태국,1,1,6.296925140911405,2023
6,7,2,,2.0,,4.0,,,,,1,1,589.95,3.0,,4,3.0,2.0,가족,태국,1,1,6.380037787545929,2023
6,5,2,,,,,,,7.0,,3,1,594.96,3.0,,4,3.0,1.0,직장동료,태국,1,1,6.388494176395045,2023
7,31,2,,2.0,,,,,,,1,2,334.67,3.0,,2,4.0,3.0,가족,베트남,1,1,5.813144971693325,2023
3,7,2,,,,,,6.0,,,1,1,303.61,3.0,12.0,4,3.0,1.0,친구,대만,1,1,5.715743983055445,2023
7,4,2,,,,,,6.0,,,1,2,535.47,3.0,,11,4.0,1.0,친구,베트남,1,0,6.283144865909526,2023
3,5,2,,2.0,,,5.0,,,,3,1,876.4,3.0,,6,3.0,1.0,가족,대만,1,1,6.775822607721311,2023
6,5,2,,2.0,,,5.0,6.0,,,3,1,877.8,3.0,,11,2.0,4.0,가족,태국,1,0,6.777418777254134,2023
1,61,1,1.0,,,,,,,,1,2,635.19,,,2,6.0,1.0,혼자,중국,0,0,6.453924166735955,2023
1,3,1,1.0,,,,,,,,1,2,409.8,,,1,2.0,,혼자,중국,0,0,6.0156692358048,2023
7,6,2,,,,,,,7.0,,3,1,725.85,3.0,,2,3.0,1.0,직장동료,베트남,1,1,6.587343381907437,2023
7,6,2,,,,,,,7.0,,3,1,871.02,,,2,4.0,6.0,직장동료,베트남,0,0,6.769664938701392,2023
1,14,1,1.0,,,,,,,,1,2,430.29,3.0,,13,1.0,2.0,혼자,중국,1,0,6.064459399974232,2023
7,5,2,,,,,,,7.0,,3,1,1016.19,,,6,4.0,2.0,직장동료,베트남,0,0,6.92381561852865,2023
7,5,2,,,,,,,7.0,,3,1,1088.78,,,2,1.0,4.0,직장동료,베트남,0,0,6.992813082322111,2023
1,6,1,1.0,,,,,,,,1,1,555.96,,12.0,1,2.0,12.0,혼자,중국,1,1,6.320696349216558,2023
7,5,2,,,,,,,7.0,,3,1,1451.71,,,2,6.0,1.0,직장동료,베트남,0,0,7.2804974509192375,2023
1,13,1,1.0,,,,,,,,1,2,840.09,,,19,1.0,2.0,혼자,중국,0,0,6.733509028955116,2023
16,9,2,,2.0,,,,,,,1,2,455.21,3.0,,3,4.0,2.0,가족,영국,1,1,6.120758850936373,2023
16,17,2,,,3.0,,5.0,,,,1,2,849.73,,,1,2.0,9.0,가족,영국,0,0,6.744918651965025,2023
16,12,2,,,,,5.0,,,,1,1,1511.31,3.0,,4,14.0,6.0,가족,영국,1,0,7.32073210337414,2023
18,12,1,1.0,,,,,,,,1,1,2374.13,,,7,8.0,2.0,혼자,독일,0,0,7.77238633356925,2023
1,6,1,1.0,,,,,,,,1,1,388.49,,,1,4.0,2.0,혼자,중국,0,0,5.962267429450682,2023
7,5,2,,,,,,,7.0,,3,1,725.85,,,1,2.0,4.0,직장동료,베트남,0,0,6.587343381907437,2023
10,7,1,1.0,,,,,,,,1,1,1558.6,3.0,,1,2.0,5.0,혼자,싱가포르,1,0,7.351543261409461,2023
10,10,2,,,3.0,,5.0,,,,1,1,1931.85,3.0,,3,1.0,2.0,가족,싱가포르,1,1,7.566233372006789,2023
10,8,2,,2.0,,,,,,,1,1,1035.18,3.0,,2,1.0,4.0,가족,싱가포르,1,0,6.942330603621827,2023
18,31,2,,,,,,6.0,,,1,1,2416.15,3.0,,4,9.0,3.0,친구,독일,1,1,7.789930643220159,2023
1,4,1,1.0,,,,,,,,1,1,2650.04,,12.0,13,12.0,,혼자,중국,1,1,7.882330013205972,2023
18,5,2,,2.0,,,,,,,1,1,572.52,3.0,,6,4.0,3.0,가족,독일,1,1,6.350047669316016,2023
1,31,1,1.0,,,,,,,,1,1,5802.77,,,18,7.0,,혼자,중국,0,0,8.666090668733412,2023
16,14,1,1.0,,,,,,,,1,1,2488.49,3.0,,8,6.0,3.0,혼자,영국,1,1,7.819431379805503,2023
16,14,2,,,3.0,,,,,,1,1,2312.48,,,11,2.0,5.0,가족,영국,0,0,7.746075820700532,2023
7,5,2,,,,,,,7.0,,3,1,871.02,,,6,2.0,1.0,직장동료,베트남,0,0,6.769664938701392,2023
1,4,1,1.0,,,,,,,,1,1,1161.1,,,2,1.0,,혼자,중국,0,0,7.05712311063296,2023
7,5,2,,,,,,,7.0,,3,1,725.85,3.0,,2,1.0,3.0,직장동료,베트남,1,1,6.587343381907437,2023
16,10,2,,2.0,,,,,,,1,1,1596.28,3.0,,5,3.0,,가족,영국,1,1,7.375431201218694,2023
16,5,1,1.0,,,,,,,,1,1,2549.19,3.0,,5,4.0,3.0,혼자,영국,1,1,7.843530940633135,2023
7,6,2,,,,,,,7.0,,3,1,871.02,,,2,1.0,4.0,직장동료,베트남,0,0,6.769664938701392,2023
1,3,1,1.0,,,,,,,,1,1,594.21,,,7,1.0,2.0,혼자,중국,0,0,6.387232792237283,2023
7,6,2,,,,,,,7.0,,3,1,871.02,3.0,,2,3.0,4.0,직장동료,베트남,1,1,6.769664938701392,2023
3,5,2,,,,,,6.0,7.0,,3,1,1286.5,3.0,,1,5.0,3.0,친구,대만,1,1,7.159680631721799,2023
3,5,2,,,3.0,,5.0,,,,2,1,1047.8,3.0,,3,1.0,2.0,가족,대만,1,1,6.954448006974119,2023
3,5,2,,2.0,3.0,,,,,,2,1,1488.0,3.0,,1,2.0,4.0,가족,대만,1,0,7.305188215393037,2023
3,5,1,1.0,,,,,,,,1,1,700.6,,,1,2.0,,혼자,대만,0,0,6.551937110763387,2023
3,5,2,,,,,5.0,,,,2,1,1333.0,3.0,,1,11.0,2.0,가족,대만,1,0,7.195187320178709,2023
7,6,2,,,3.0,,,,,,2,1,871.02,,,4,1.0,2.0,가족,베트남,0,0,6.769664938701392,2023
2,4,2,,,,,,6.0,,,1,1,1078.7,,,7,2.0,1.0,친구,일본,0,0,6.983511891381384,2023
1,6,2,,,,,,6.0,,,1,1,1465.44,,,7,2.0,1.0,친구,중국,0,0,7.289910817654677,2023
2,6,1,1.0,,,,,,,,1,2,361.8,,,2,1.0,,혼자,일본,0,0,5.891091572961195,2023
1,6,2,,,,,,6.0,,,1,1,1019.04,3.0,,7,3.0,2.0,친구,중국,1,1,6.926616286623056,2023
7,5,2,,,,,,6.0,,,2,2,943.61,3.0,,3,4.0,14.0,친구,베트남,1,1,6.8497129451882595,2023
2,3,2,,,3.0,,,,,,2,1,1202.65,,,2,1.0,,가족,일본,0,0,7.092282734325254,2023
1,14,2,,,,,,6.0,,,1,1,1898.74,,,4,1.0,2.0,친구,중국,0,0,7.548945787273336,2023
1,7,2,,,,,,6.0,,,1,1,983.52,,,14,1.0,2.0,친구,중국,0,0,6.891137973158699,2023
2,6,2,,2.0,,4.0,,,,,1,1,750.4,,,13,2.0,7.0,가족,일본,0,0,6.620606397692015,2023
4,5,1,1.0,,,,,,,,1,2,2315.0,3.0,,7,3.0,1.0,혼자,미국,1,1,7.747164966520335,2023
2,6,2,,,,,5.0,,,,1,1,836.16,3.0,,7,2.0,1.0,가족,일본,1,0,6.728819982332247,2023
1,17,1,1.0,,,,,,,,1,1,2226.58,,,8,7.0,6.0,혼자,중국,0,0,7.708222054949406,2023
1,5,1,1.0,,,,,,,,1,2,2322.2,,,2,13.0,,혼자,중국,0,0,7.750270291192906,2023
2,4,2,,,,,,6.0,,,1,1,696.8,,,1,2.0,,친구,일본,0,0,6.546498425538293,2023
1,6,1,1.0,,,,,,,,1,1,1264.92,,,7,2.0,1.0,혼자,중국,0,0,7.1427641580550985,2023
1,4,1,1.0,,,,,,,,1,1,874.24,3.0,,7,2.0,3.0,혼자,중국,1,1,6.773354937502316,2023
2,3,2,,,3.0,,,,,,2,1,569.5,3.0,,7,2.0,1.0,가족,일본,1,0,6.3447587828872365,2023
7,5,2,,,,,,,7.0,,3,1,725.85,3.0,,2,3.0,4.0,직장동료,베트남,1,1,6.587343381907437,2023
7,5,2,,,,,,,7.0,,3,1,653.27,3.0,,3,1.0,2.0,직장동료,베트남,1,1,6.481990520082077,2023
1,5,2,,,,,,6.0,,,1,1,262.27,,,2,,,친구,중국,0,0,5.569374507476245,2023
4,16,2,,,,,,6.0,,,1,1,1705.0,3.0,,3,4.0,1.0,친구,미국,1,1,7.4413203897176174,2023
4,14,1,1.0,,,,,,,,1,1,1890.0,3.0,,6,4.0,3.0,혼자,미국,1,1,7.5443321080536885,2023
1,63,1,1.0,,,,,,,,1,2,1693.84,3.0,,3,2.0,1.0,혼자,중국,1,1,7.434753419747681,2023
1,7,1,1.0,,,,,,,,1,1,1912.4,,,19,,,혼자,중국,0,0,7.5561142767519485,2023
2,6,2,,,3.0,,,,,,1,1,887.75,,,1,2.0,10.0,가족,일본,0,0,6.788690171823197,2023
1,5,1,1.0,,,,,,,,1,1,999.91,,,7,,,혼자,중국,0,0,6.907665274931894,2023
5,6,2,,,,,,6.0,,,1,2,1928.27,,,7,2.0,11.0,친구,홍콩,0,0,7.564378506859372,2023
3,6,1,1.0,,,,,,,,1,1,1565.5,3.0,,3,2.0,4.0,혼자,대만,1,1,7.3559605407664606,2023
3,6,2,,,,,,6.0,,,1,1,1131.5,,,1,2.0,,친구,대만,0,0,7.031299465073592,2023
3,6,2,,,,,,6.0,,,1,1,871.1,3.0,,3,4.0,2.0,친구,대만,1,1,6.769756780824847,2023
3,4,1,1.0,,,,,,,,1,1,833.9,,,7,1.0,2.0,혼자,대만,0,0,6.726113491092939,2023
3,6,2,,,,,,6.0,,,1,1,551.8,3.0,,1,3.0,2.0,친구,대만,1,1,6.313185661783185,2023
3,5,2,,,,,,6.0,,,1,1,461.9,3.0,,3,4.0,2.0,친구,대만,1,1,6.13534841743656,2023
2,5,2,,,3.0,,,,,,1,2,653.25,3.0,,1,4.0,7.0,가족,일본,1,0,6.481959904400722,2023
2,4,2,,,,4.0,,,,,1,1,563.81,,,1,2.0,,가족,일본,0,0,6.334717315308811,2023
1,7,2,,2.0,,,,,,,1,1,942.54,,,7,1.0,,가족,중국,0,0,6.848578358739903,2023
3,7,2,,2.0,,,,,,,1,1,1038.5,3.0,,3,4.0,1.0,가족,대만,1,1,6.945532643316167,2023
3,5,2,,,,,,6.0,,,1,1,598.3,3.0,,1,2.0,3.0,친구,대만,1,1,6.394092300395986,2023
3,11,2,,,,,,6.0,,,1,1,1953.0,3.0,12.0,12,2.0,3.0,친구,대만,1,1,7.577121930876679,2023
4,4,2,,,,,5.0,,,,1,2,510.0,3.0,,1,4.0,3.0,가족,미국,1,1,6.234410725718371,2023
2,3,2,,,,,,6.0,,,2,1,797.3,,,1,2.0,4.0,친구,일본,0,0,6.681231019508449,2023
1,5,1,1.0,,,,,,,,1,1,703.49,,,7,,,혼자,중국,0,0,6.556053661812334,2023
4,15,2,,2.0,,,,,,,1,2,450.0,,,4,2.0,1.0,가족,미국,0,0,6.1092475827643655,2023
1,5,1,1.0,,,,,,,,1,1,2923.24,,,7,10.0,,혼자,중국,0,0,7.980447869164496,2023
2,3,2,,,,,,6.0,,,2,1,479.05,3.0,,2,1.0,3.0,친구,일본,1,1,6.171804976096882,2023
2,4,2,,,,,,6.0,,,1,2,412.05,,,2,1.0,,친구,일본,0,0,6.021144701209392,2023
2,3,2,,2.0,,4.0,,,,,1,1,326.63,,,15,1.0,2.0,가족,일본,0,0,5.7888280317986185,2023
1,9,2,,,,,,6.0,,,1,1,1943.82,,,15,2.0,,친구,중국,0,0,7.572410388140833,2023
16,14,1,1.0,,,,,,,,1,1,2439.94,3.0,,3,11.0,4.0,혼자,영국,1,1,7.79972872782097,2023
1,5,2,,,,,,6.0,,,1,1,1133.78,3.0,,3,1.0,2.0,친구,중국,1,1,7.033312461939242,2023
4,5,2,,,,,5.0,,,,1,1,1920.0,3.0,,4,1.0,3.0,가족,미국,1,1,7.560080465021827,2023
2,4,2,,,,,,6.0,,,2,1,868.19,3.0,,2,10.0,4.0,친구,일본,1,0,6.766410584715769,2023
6,5,2,,2.0,,4.0,,6.0,,,1,1,749.77,3.0,,3,9.0,2.0,가족,태국,1,1,6.619766492831851,2023
1,5,2,,,,,,6.0,,,1,1,573.72,,12.0,7,12.0,9.0,친구,중국,1,1,6.352141472426013,2023
6,4,2,,,,,,6.0,,,1,1,2520.3,3.0,12.0,2,1.0,3.0,친구,태국,1,1,7.832133221038911,2023
6,5,2,,,,,,6.0,,,1,1,6373.92,3.0,,2,1.0,,친구,태국,1,0,8.759969943910127,2023
1,5,2,,,,,,6.0,,,1,1,991.72,,,7,1.0,,친구,중국,0,0,6.899440809378052,2023
1,5,1,1.0,,,,,,,,1,2,144.4,,,1,,,혼자,중국,0,0,4.972587226458726,2023
10,7,2,,,,,5.0,,,,1,1,951.34,3.0,,6,4.0,3.0,가족,싱가포르,1,1,6.8578715170525975,2023
10,13,2,,,3.0,,,,,,1,1,1404.54,3.0,,1,2.0,3.0,가족,싱가포르,1,1,7.247465126024834,2023
2,3,2,,,,,,6.0,,,2,1,742.03,3.0,,3,2.0,1.0,친구,일본,1,1,6.6093896736169055,2023
10,9,2,,2.0,,4.0,,,,,1,1,741.15,3.0,,3,2.0,1.0,가족,싱가포르,1,1,6.608203033959868,2023
6,8,2,,,,,5.0,,,,1,1,691.05,,,2,1.0,,가족,태국,0,0,6.538212180050036,2023
3,4,2,,,,,,6.0,,,3,2,685.1,3.0,12.0,3,4.0,1.0,친구,대만,1,1,6.529564813008854,2023
3,4,2,,,,,,6.0,,,3,1,899.0,3.0,,3,4.0,2.0,친구,대만,1,1,6.80128303447162,2023
3,4,2,,2.0,,,,,,,3,1,852.5,3.0,,3,4.0,1.0,가족,대만,1,1,6.748173209157672,2023
3,4,2,,,,,,6.0,,,1,1,607.6,3.0,,11,10.0,3.0,친구,대만,1,1,6.409516770721618,2023
3,4,2,,,,,,6.0,,,1,1,756.4,3.0,12.0,3,1.0,2.0,친구,대만,1,1,6.6285703367843025,2023
3,4,2,,2.0,,4.0,,,,,3,1,951.7,3.0,,3,4.0,2.0,가족,대만,1,1,6.858249859078298,2023
2,4,2,,,,,,6.0,,,1,2,513.69,3.0,,8,2.0,1.0,친구,일본,1,0,6.24161997066899,2023
2,3,2,,,,,,6.0,,,2,2,897.8,,,1,2.0,,친구,일본,0,0,6.799947326347832,2023
2,5,1,1.0,,,,,,,,1,2,280.73,3.0,,4,3.0,1.0,혼자,일본,1,1,5.637393353325012,2023
2,3,2,,,,,5.0,,,,2,1,402.0,,,1,2.0,,가족,일본,0,0,5.996452088619021,2023
2,3,2,,,,,,6.0,,,1,1,295.47,3.0,,11,10.0,1.0,친구,일본,1,0,5.688567308849721,2023
2,3,2,,,,,5.0,,,,2,1,1021.75,,12.0,12,2.0,1.0,가족,일본,1,1,6.929272122444386,2023
2,3,2,,,,,,6.0,,,1,1,1000.31,3.0,,4,2.0,3.0,친구,일본,1,1,6.908065230942065,2023
12,91,1,1.0,,,,,,,,1,1,1248.47,3.0,12.0,12,6.0,2.0,혼자,중동,1,1,7.129674080596529,2023
12,61,2,,,,,5.0,,,,1,2,1865.44,,12.0,11,2.0,4.0,가족,중동,1,0,7.5312522291849815,2023
2,3,2,,,,,,6.0,,,1,1,425.45,3.0,,5,2.0,1.0,친구,일본,1,0,6.0531474322955665,2023
16,9,2,,,,,,6.0,,,1,1,600.88,,,10,4.0,1.0,친구,영국,0,0,6.398395247377756,2023
1,5,1,1.0,,,,,,,,1,1,1133.78,3.0,,2,1.0,3.0,혼자,중국,1,1,7.033312461939242,2023
1,16,1,1.0,,,,,,,,1,2,1256.72,,,2,1.0,11.0,혼자,중국,0,0,7.136260431191684,2023
16,13,2,,,,,,6.0,,,1,1,2913.36,3.0,,4,3.0,2.0,친구,영국,1,1,7.977062333257658,2023
16,78,1,1.0,,,,,,,,1,2,1574.43,,,5,9.0,2.0,혼자,영국,0,0,7.361648580994496,2023
16,14,2,,,,,,6.0,,,1,1,3496.03,3.0,,7,11.0,3.0,친구,영국,1,1,8.159383317974305,2023
18,10,2,,,,,,6.0,,,1,1,2153.53,3.0,,4,3.0,1.0,친구,독일,1,1,7.6748636352074415,2023
3,5,2,,,,,,6.0,,,1,1,1689.5,3.0,,1,2.0,3.0,친구,대만,1,1,7.432187906154344,2023
18,13,2,,2.0,,,,,,,1,1,1943.43,3.0,,4,6.0,1.0,가족,독일,1,0,7.572209732149421,2023
10,9,1,1.0,,,,,,,,1,1,2187.0,3.0,,2,1.0,3.0,혼자,싱가포르,1,1,7.690286020676768,2023
10,14,2,,2.0,,,,,,,1,1,1326.78,3.0,,3,1.0,2.0,가족,싱가포르,1,1,7.1905102330973625,2023
18,7,1,1.0,,,,,,,,1,1,1344.64,3.0,,7,4.0,3.0,혼자,독일,1,1,7.203881598216581,2023
3,5,2,,,,,,6.0,,,1,1,651.0,,,2,1.0,,친구,대만,0,0,6.478509642208569,2023
3,5,2,,,,,,6.0,,,3,1,1007.5,3.0,,2,1.0,3.0,친구,대만,1,1,6.915227293820838,2023
18,13,1,1.0,,,,,,,,1,2,1061.01,3.0,,4,15.0,1.0,혼자,독일,1,0,6.966976563640255,2023
18,10,1,1.0,,,,,,,,3,1,5420.58,3.0,,4,3.0,5.0,혼자,독일,1,1,8.597958099778527,2023
1,3,1,1.0,,,,,,,,1,1,696.66,,,1,2.0,,혼자,중국,0,0,6.54629748686697,2023
3,5,2,,,,4.0,5.0,,,,3,1,3875.0,3.0,,3,2.0,7.0,가족,대만,1,1,8.262300941787448,2023
3,5,2,,2.0,,,,,,,3,1,1581.0,3.0,,3,2.0,1.0,가족,대만,1,1,7.365812837209472,2023
1,6,1,1.0,,,,,,,,1,2,9549.51,3.0,,1,3.0,2.0,혼자,중국,1,1,9.164245123257906,2023
3,8,2,,,3.0,,,,,,1,1,942.4,3.0,,2,3.0,1.0,가족,대만,1,1,6.848429812897322,2023
3,3,2,,,,,,6.0,,,1,1,607.6,,,1,2.0,4.0,친구,대만,0,0,6.409516770721618,2023
3,6,2,,,,4.0,5.0,,,,1,1,946.53,3.0,,3,2.0,1.0,가족,대만,1,1,6.852802665868157,2023
3,5,2,,,,,,,7.0,,3,1,1302.0,,,2,1.0,4.0,직장동료,대만,0,0,7.171656822768514,2023
3,6,1,1.0,,,,,,,,1,1,1291.15,3.0,,1,2.0,4.0,혼자,대만,1,0,7.163288573097998,2023
3,5,2,,,,,,6.0,,,3,1,1550.0,3.0,,3,2.0,,친구,대만,1,1,7.346010209913293,2023
18,3,1,1.0,,,,,,,,1,1,642.91,3.0,,10,2.0,1.0,혼자,독일,1,0,6.466004745545258,2023
1,6,2,,,,,5.0,,,,1,2,519.08,3.0,,4,3.0,1.0,가족,중국,1,1,6.25205801386903,2023
1,30,1,1.0,,,,,,,,1,2,3005.2,3.0,,3,1.0,2.0,혼자,중국,1,1,8.008099400495006,2023
2,3,2,,,,,,,,8.0,1,1,408.7,3.0,,1,4.0,2.0,기타,일본,1,0,6.012981390570231,2023
2,3,1,1.0,,,,,,,,1,1,847.55,,12.0,2,12.0,13.0,혼자,일본,1,1,6.742349834564496,2023
2,3,2,,,,,,6.0,,,2,1,651.24,,,1,2.0,,친구,일본,0,0,6.478878237863314,2023
1,5,1,1.0,,,,,,,,1,1,8291.62,,,7,,,혼자,중국,0,0,9.023000645202142,2023
1,5,2,,2.0,,,,,,,1,1,9549.51,,,2,11.0,,가족,중국,0,0,9.164245123257906,2023
2,6,1,1.0,,,,,,,,1,1,1273.0,3.0,,4,7.0,,혼자,일본,1,0,7.149131598557407,2023
2,3,2,,,3.0,,,,,,2,1,611.37,3.0,12.0,4,5.0,12.0,가족,일본,1,1,6.41570234053943,2023
1,5,2,,2.0,,,,,,,1,1,3600.78,,,6,2.0,11.0,가족,중국,0,0,8.188905767642035,2023
2,4,2,,,,,5.0,,,,1,1,3932.9,,,10,1.0,2.0,가족,일본,0,0,8.277132346225017,2023
5,5,1,1.0,,,,,,,,1,1,2847.71,,,7,2.0,8.0,혼자,홍콩,0,0,7.954270441504566,2023
1,81,1,1.0,,,,,,,,1,2,144.4,,,19,1.0,,혼자,중국,0,0,4.972587226458726,2023
2,3,2,,,,,,6.0,,,2,1,1514.2,,,2,1.0,7.0,친구,일본,0,0,7.322642525669206,2023
4,33,1,1.0,,,,,,,,1,2,2400.0,3.0,,3,2.0,10.0,혼자,미국,1,1,7.783224016336037,2023
1,4,2,,2.0,,,,,,,3,1,1075.04,3.0,,2,5.0,1.0,가족,중국,1,0,6.98011314917184,2023
5,5,2,,2.0,,,,,,,1,1,759.82,3.0,,2,4.0,3.0,가족,홍콩,1,1,6.633081563123593,2023
5,5,2,,,3.0,,,,,,1,1,1349.36,,,1,2.0,4.0,가족,홍콩,0,0,7.207385684949759,2023
2,4,2,,,,,,,,8.0,3,1,904.5,3.0,,3,4.0,1.0,기타,일본,1,1,6.8073823048353495,2023
4,8,2,,,,,5.0,,,,1,1,1535.0,3.0,,4,2.0,3.0,가족,미국,1,1,7.336285660021297,2023
5,5,2,,2.0,,4.0,,,,,1,1,957.75,3.0,,11,6.0,3.0,가족,홍콩,1,1,6.864586783580759,2023
2,4,2,,,,,,6.0,,,3,1,737.0,3.0,,7,6.0,1.0,친구,일본,1,0,6.602587892189336,2023
5,7,2,,2.0,,,,,,,1,1,3907.62,,,4,1.0,2.0,가족,홍콩,0,0,8.27068377199683,2023
2,3,2,,,3.0,,,,,,2,1,661.63,,,2,1.0,,가족,일본,0,0,6.494706487300551,2023
2,6,1,1.0,,,,,,,,1,2,1520.9,,,1,2.0,,혼자,일본,0,0,7.327057543878323,2023
16,5,1,1.0,,,,,,,,1,2,995.4,3.0,,2,3.0,6.0,혼자,영국,1,1,6.903144666424454,2023
4,11,2,,,,,,6.0,,,1,1,1900.0,3.0,12.0,3,2.0,12.0,친구,미국,1,1,7.549609165154532,2023
1,6,2,,,,,,,7.0,,3,1,1174.76,3.0,,5,4.0,3.0,직장동료,중국,1,1,7.068819150396152,2023
4,13,1,1.0,,,,,,,,1,1,3810.0,3.0,,3,14.0,2.0,혼자,미국,1,1,8.245384468120747,2023
4,10,2,,2.0,,,,,,,1,1,2660.0,3.0,,3,2.0,1.0,가족,미국,1,1,7.886081401775745,2023
2,6,1,1.0,,,,,,,,1,1,810.7,3.0,,4,1.0,6.0,혼자,일본,1,0,6.697898071993661,2023
1,6,2,,,,,,6.0,,,2,1,1837.27,3.0,,2,1.0,3.0,친구,중국,1,1,7.516036053184537,2023
4,7,2,,,,4.0,,,,,1,1,1865.0,3.0,,4,2.0,3.0,가족,미국,1,1,7.5310163320779155,2023
4,15,2,,,,,,6.0,,,1,1,2915.0,3.0,12.0,1,4.0,12.0,친구,미국,1,1,7.977625098784593,2023
1,5,2,,,,4.0,,,,,1,1,594.21,,,7,1.0,2.0,가족,중국,0,0,6.387232792237283,2023
4,11,2,,,,,5.0,,,,3,1,6200.0,3.0,,4,2.0,3.0,가족,미국,1,1,8.732304571033183,2023
1,5,1,1.0,,,,,,,,1,1,551.86,,,7,1.0,,혼자,중국,0,0,6.313294390920889,2023
1,6,1,1.0,,,,,,,,1,2,1207.27,,,4,6.0,,혼자,중국,0,0,7.096116891193358,2023
4,10,2,,2.0,,4.0,,,,,1,1,3211.67,3.0,,4,5.0,3.0,가족,미국,1,1,8.074546330062537,2023
4,21,2,,,,,,6.0,,,1,1,2785.0,3.0,,3,2.0,1.0,친구,미국,1,1,7.932003152361385,2023
4,5,2,,2.0,3.0,,,,,,1,1,211.25,3.0,,2,6.0,4.0,가족,미국,1,0,5.353042266237283,2023
4,19,2,,,,,,6.0,,,1,1,3750.0,,,4,10.0,5.0,친구,미국,0,0,8.229511118964457,2023
6,5,2,,,,,5.0,,,,1,1,480.0,,,2,4.0,5.0,가족,태국,0,0,6.173786103901937,2023
6,6,2,,,,,5.0,6.0,,,1,1,1585.35,,,4,2.0,,가족,태국,0,0,7.368560482123466,2023
1,8,2,,,,,,6.0,,,1,1,1488.94,3.0,,3,2.0,4.0,친구,중국,1,1,7.305819736371788,2023
6,7,2,,,,,,6.0,,,1,1,2363.12,,,2,5.0,1.0,친구,태국,0,0,7.767738058800589,2023
1,9,2,,,,,,6.0,,,1,1,956.2,3.0,,6,3.0,2.0,친구,중국,1,1,6.862967096192003,2023
1,4,2,,2.0,,,,6.0,,,1,1,3701.86,,,2,1.0,,가족,중국,0,0,8.216590675022346,2023
6,7,2,,,,,,6.0,,,1,1,967.47,3.0,,4,3.0,2.0,친구,태국,1,1,6.874684416671249,2023
6,7,2,,,,,,6.0,,,1,1,3539.26,3.0,,3,1.0,4.0,친구,태국,1,1,8.171672944727986,2023
10,10,2,,2.0,,,,,,,1,1,2077.65,3.0,,3,4.0,2.0,가족,싱가포르,1,1,7.638992726289217,2023
10,7,2,,,3.0,,,,,,1,1,5575.0,,,2,6.0,4.0,가족,싱가포르,0,0,8.62604759632832,2023
1,5,2,,,,,,6.0,,,1,1,983.52,3.0,12.0,2,1.0,12.0,친구,중국,1,1,6.891137973158699,2023
6,5,2,,,,,,6.0,,,1,2,948.5,3.0,,1,2.0,4.0,친구,태국,1,0,6.854881789375069,2023
6,5,2,,,,,,6.0,,,1,1,1590.77,3.0,,2,1.0,3.0,친구,태국,1,1,7.371973454719706,2023
1,6,2,,,,,,6.0,,,1,1,695.29,,,7,2.0,,친구,중국,0,0,6.544329024720517,2023
1,5,1,1.0,,,,,,,,1,1,876.97,,,1,2.0,7.0,혼자,중국,0,0,6.776472784261436,2023
10,8,2,,2.0,,,,,,,3,1,3878.28,3.0,,5,11.0,2.0,가족,싱가포르,1,0,8.263147035362211,2023
10,10,2,,2.0,,,,,,,1,1,1476.23,3.0,,3,4.0,2.0,가족,싱가포르,1,1,7.297246819578986,2023
1,6,1,1.0,,,,,,,,1,1,560.06,,,7,2.0,1.0,혼자,중국,0,0,6.328043920846952,2023
10,9,2,,,,,,6.0,,,1,1,2857.68,3.0,12.0,3,2.0,11.0,친구,싱가포르,1,1,7.9577653858110295,2023
10,6,2,,,,,,6.0,,,1,2,1909.98,,12.0,2,12.0,1.0,친구,싱가포르,1,1,7.554848049781664,2023
1,16,1,1.0,,,,,,,,1,2,730.81,3.0,,1,3.0,,혼자,중국,1,1,6.594153508044605,2023
2,3,2,,,,,5.0,,,,1,1,292.66,,,2,1.0,10.0,가족,일본,0,0,5.67901152566428,2023
2,2,1,1.0,,,,,,,,1,1,2298.1,,,10,,,혼자,일본,0,0,7.73983797356286,2023
6,6,2,,2.0,,4.0,,,,,1,1,1117.88,3.0,,2,3.0,4.0,가족,태국,1,1,7.019189313428343,2023
5,7,2,,,,,,6.0,,,1,1,1992.12,3.0,,1,2.0,7.0,친구,홍콩,1,0,7.596954677293985,2023
5,5,2,,,3.0,,,,,,1,1,1481.32,3.0,,2,1.0,3.0,가족,홍콩,1,1,7.300688861150813,2023
3,5,2,,,,,,6.0,,,3,1,1860.0,3.0,,3,5.0,2.0,친구,대만,1,1,7.528331766707247,2023
6,6,2,,,,,,6.0,,,1,1,2319.76,3.0,,2,1.0,4.0,친구,태국,1,0,7.749219011033352,2023
5,6,2,,,,,,,7.0,,1,1,5899.74,3.0,,11,8.0,1.0,직장동료,홍콩,1,0,8.682663561126187,2023
3,5,1,1.0,,,,,,,,1,1,2604.0,,,13,2.0,,혼자,대만,0,0,7.86480400332846,2023
5,5,2,,,,,,6.0,,,1,1,1173.56,3.0,,1,2.0,3.0,친구,홍콩,1,1,7.06779714308501,2023
