D_NAT,M일HAP,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,D_GUB,D_MOK,총액1인TOT항공제외2,Q8a03,Q8a12,Q8_1a1,Q8_1a2,Q8_1a3,동행자유형,국가명,웰니스참여,웰니스만족,log_총액,year
12,11,2,,2.0,,,,,,,1,2,2800.0,,,13,4.0,1.0,가족,중동,0,0,7.937374696163295,2023
12,5,2,,,,,,6.0,,,1,1,544.0,3.0,,4,1.0,10.0,친구,중동,1,0,6.298949246855942,2023
18,23,1,1.0,,,,,,,,1,1,4298.83,,,5,2.0,11.0,혼자,독일,0,0,8.366098171634375,2023
2,2,2,,,,,,6.0,,,1,1,578.0,,,10,2.0,1.0,친구,일본,0,0,6.359573868672378,2023
2,5,2,,,,,,6.0,,,1,1,965.6,,,2,1.0,,친구,일본,0,0,6.872749669783322,2023
2,3,2,,,,,5.0,,,,2,1,956.76,,,9,1.0,2.0,가족,일본,0,0,6.863552576302404,2023
2,3,2,,,,,,6.0,,,1,1,681.36,3.0,,4,2.0,3.0,친구,일본,1,1,6.524090800832825,2023
2,3,2,,,,,,6.0,,,1,1,1054.0,,,2,1.0,,친구,일본,0,0,6.960347729101308,2023
2,3,1,1.0,,,,,,,,1,2,357.0,3.0,,4,3.0,1.0,혼자,일본,1,1,5.877735781779639,2023
2,2,2,,,,,,6.0,,,1,1,402.56,,,4,1.0,2.0,친구,일본,0,0,5.997844154072021,2023
2,2,2,,2.0,,,,6.0,,,1,1,144.4,,12.0,2,1.0,12.0,가족,일본,1,1,4.972587226458726,2023
6,5,2,,,,4.0,,,,,1,1,2233.33,3.0,,3,2.0,1.0,가족,태국,1,1,7.7112490241725204,2023
4,8,1,1.0,,,,,,,,1,2,680.0,3.0,,11,4.0,3.0,혼자,미국,1,1,6.522092798170152,2023
2,3,2,,,,,,6.0,,,2,1,1025.44,,,11,10.0,1.0,친구,일본,0,0,6.932877067755917,2023
2,4,2,,,,,,6.0,,,1,1,646.0,,,2,1.0,,친구,일본,0,0,6.470799503782602,2023
2,5,1,1.0,,,,,,,,1,2,314.16,,12.0,12,2.0,1.0,혼자,일본,1,1,5.749902410269755,2023
12,11,2,,,,,5.0,,,,1,1,2333.33,3.0,,3,4.0,2.0,가족,중동,1,1,7.7550517107968915,2023
4,11,2,,,,,,6.0,,,1,1,1795.0,3.0,,5,4.0,1.0,친구,미국,1,0,7.492760300922379,2023
10,10,2,,,,,,6.0,,,1,1,1140.52,,,1,2.0,10.0,친구,싱가포르,0,0,7.039239577739033,2023
10,5,2,,2.0,,,,,,,3,1,1987.23,3.0,,5,1.0,3.0,가족,싱가포르,1,1,7.594496988243565,2023
12,87,1,1.0,,,,,,,,1,2,4135.0,,12.0,12,11.0,4.0,혼자,중동,1,1,8.327242607457793,2023
12,11,2,,2.0,,,,,,,1,2,425.0,3.0,,2,3.0,11.0,가족,중동,1,1,6.052089168924417,2023
2,4,2,,,,,,6.0,,,2,1,953.36,3.0,12.0,12,1.0,2.0,친구,일본,1,1,6.859992586782551,2023
2,3,2,,,,,,6.0,,,1,1,583.44,,,1,2.0,,친구,일본,0,0,6.3689416186759775,2023
3,6,2,,2.0,,4.0,,,,,3,1,3051.75,3.0,,1,2.0,3.0,가족,대만,1,1,8.023470475549908,2023
16,11,1,1.0,,,,,,,,1,1,5148.49,3.0,,4,3.0,2.0,혼자,영국,1,1,8.546458746781624,2023
16,61,1,1.0,,,,,,,,1,2,1510.56,,12.0,10,2.0,1.0,혼자,영국,1,0,7.320235721984206,2023
3,3,1,1.0,,,,,,,,1,2,187.8,,,1,2.0,,혼자,대만,0,0,5.235377566774162,2023
18,22,2,,2.0,,,,,,,1,2,3415.36,3.0,,1,2.0,3.0,가족,독일,1,1,8.136038183725601,2023
18,8,1,1.0,,,,,,,,1,2,380.32,3.0,,6,3.0,4.0,혼자,독일,1,1,5.941013003611884,2023
2,3,2,,2.0,,,,,,,1,1,387.6,3.0,,11,2.0,1.0,가족,일본,1,0,5.959973880016611,2023
18,41,2,,2.0,,,,,,,1,2,217.1,3.0,,3,,,가족,독일,1,1,5.380358076884246,2023
3,25,1,1.0,,,,,,,,1,1,1830.11,3.0,,6,14.0,3.0,혼자,대만,1,1,7.512131353318593,2023
1,2,1,1.0,,,,,,,,1,2,783.75,,,2,7.0,1.0,혼자,중국,0,0,6.664090091947131,2023
1,6,1,1.0,,,,,,,,1,2,1443.75,,,1,2.0,,혼자,중국,0,0,7.2749991742701035,2023
2,3,1,1.0,,,,,,,,1,1,768.4,,,10,11.0,1.0,혼자,일본,0,0,6.644310430894402,2023
18,22,1,1.0,,,,,,,,1,1,5817.96,3.0,,1,3.0,2.0,혼자,독일,1,1,8.668704963816662,2023
1,3,2,,2.0,,,,,,,1,2,300.0,3.0,,3,1.0,2.0,가족,중국,1,1,5.703782474656201,2023
4,8,1,1.0,,,,,,,,1,1,585.0,3.0,,4,6.0,3.0,혼자,미국,1,1,6.371611847231857,2023
18,84,1,1.0,,,,,,,,1,2,1519.13,3.0,,1,3.0,4.0,혼자,독일,1,1,7.325893081553934,2023
1,5,2,,2.0,,4.0,,,,,1,2,1054.17,,,2,11.0,1.0,가족,중국,0,0,6.960509006418003,2023
4,10,2,,,,,,6.0,,,1,1,2500.0,3.0,12.0,2,11.0,4.0,친구,미국,1,0,7.824046010856292,2023
2,3,2,,,,,,6.0,,,1,1,503.88,,,2,1.0,10.0,친구,일본,0,0,6.222338144484103,2023
4,8,2,,,3.0,,,,,,1,1,2150.0,3.0,,3,5.0,7.0,가족,미국,1,1,7.673223121121708,2023
2,2,2,,,,,,6.0,,,1,1,496.4,,,10,2.0,,친구,일본,0,0,6.207382053330452,2023
4,15,2,,,,,,6.0,,,1,1,2130.0,3.0,12.0,12,8.0,10.0,친구,미국,1,1,7.6638772587034705,2023
5,6,1,1.0,,,,,,,,1,1,1651.13,3.0,,9,7.0,2.0,혼자,홍콩,1,0,7.409215180977765,2023
2,3,2,,,,,,6.0,,,1,1,487.9,3.0,,3,4.0,2.0,친구,일본,1,1,6.190110466821792,2023
2,3,2,,,,,,6.0,,,2,1,881.28,,,1,2.0,,친구,일본,0,0,6.781375396100235,2023
2,3,2,,,,,,6.0,,,1,1,561.0,3.0,,3,2.0,1.0,친구,일본,1,1,6.329720905522696,2023
5,3,1,1.0,,,,,,,,1,2,144.4,,,15,1.0,6.0,혼자,홍콩,0,0,4.972587226458726,2023
5,9,2,,2.0,,,,,,,1,1,937.13,,12.0,2,12.0,6.0,가족,홍콩,1,1,6.842822013276513,2023
2,3,2,,,,,,6.0,,,1,1,489.6,3.0,,4,11.0,3.0,친구,일본,1,1,6.193588731198116,2023
2,2,2,,,3.0,,,,,,1,1,238.0,3.0,,2,1.0,3.0,가족,일본,1,1,5.472270673671475,2023
5,5,2,,,3.0,,,,,,1,1,1058.25,,,2,1.0,,가족,홍콩,0,0,6.964371879401033,2023
2,3,2,,,,,5.0,,,,1,1,754.77,,12.0,12,1.0,2.0,가족,일본,1,1,6.626413067076536,2023
2,5,2,,,,,,6.0,,,1,1,589.9,,12.0,2,12.0,7.0,친구,일본,1,1,6.3799530310090296,2023
2,4,2,,,,,,6.0,,,1,2,360.4,3.0,,3,2.0,1.0,친구,일본,1,1,5.887214525734183,2023
2,4,2,,,,,,6.0,,,1,1,435.2,,,1,2.0,,친구,일본,0,0,6.0758056955417326,2023
4,11,2,,2.0,,,,,,,1,1,695.0,,,1,6.0,2.0,가족,미국,0,0,6.543911845564792,2023
2,4,2,,,,,,6.0,,,1,1,278.8,,,1,2.0,,친구,일본,0,0,5.630494678886369,2023
18,20,2,,,,,,6.0,,,1,1,1820.81,,,5,4.0,2.0,친구,독일,0,0,7.507036736008319,2023
5,4,1,1.0,,,,,,,,1,1,420.75,,,7,,,혼자,홍콩,0,0,6.042038833070915,2023
5,5,2,,,,,,6.0,,,1,1,976.01,3.0,12.0,12,3.0,2.0,친구,홍콩,1,1,6.8834728322622425,2023
4,4,2,,2.0,,,,,,,1,1,775.0,3.0,,4,3.0,1.0,가족,미국,1,1,6.652863029353347,2023
5,6,2,,,,,,6.0,,,1,1,1405.05,,12.0,2,1.0,12.0,친구,홍콩,1,1,7.247828168323249,2023
18,14,2,,2.0,,4.0,,,,,1,2,975.05,,,6,4.0,1.0,가족,독일,0,0,6.8824887517342495,2023
3,5,2,,,,,,6.0,,,1,1,676.08,,,1,2.0,11.0,친구,대만,0,0,6.516311412236227,2023
4,13,1,1.0,,,,,,,,1,1,2050.0,3.0,,4,5.0,3.0,혼자,미국,1,1,7.6255950721324535,2023
3,5,2,,,,,,6.0,,,1,1,516.45,3.0,12.0,5,1.0,4.0,친구,대만,1,0,6.246978478452642,2023
4,5,2,,,,,,6.0,,,1,1,1150.0,3.0,,10,1.0,4.0,친구,미국,1,0,7.047517221357296,2023
3,4,2,,2.0,,,,,,,1,1,635.39,,,1,2.0,11.0,가족,대만,0,0,6.454238983593849,2023
3,5,1,1.0,,,,,,,,1,1,697.99,,,4,2.0,1.0,혼자,대만,0,0,6.548204776012181,2023
4,9,2,,2.0,,,,,,,1,1,1410.0,3.0,,2,10.0,4.0,가족,미국,1,0,7.251344983372214,2023
12,5,2,,,,,,6.0,,,3,1,1970.0,3.0,,4,10.0,1.0,친구,중동,1,0,7.585788821732034,2023
3,5,2,,2.0,,,,,,,1,1,469.5,,,4,2.0,1.0,가족,대만,0,0,6.1516682986483175,2023
4,5,2,,2.0,,,,,,,1,1,1000.0,3.0,,3,4.0,2.0,가족,미국,1,1,6.907755278982137,2023
12,8,1,1.0,,,,,,,,1,2,438.04,3.0,,14,11.0,10.0,혼자,중동,1,0,6.0823102304075585,2023
12,26,1,1.0,,,,,,,,1,1,1950.0,,,11,2.0,1.0,혼자,중동,0,0,7.575584651557793,2023
2,3,2,,,,,,6.0,,,1,1,563.72,3.0,,11,1.0,2.0,친구,일본,1,0,6.33455767432331,2023
2,2,2,,2.0,,,,,,,1,1,2128.4,,,10,2.0,1.0,가족,일본,0,0,7.663125802722214,2023
4,8,2,,,,,5.0,,,,1,1,7100.0,3.0,,4,3.0,2.0,가족,미국,1,1,8.867850063029406,2023
12,12,2,,,3.0,,,,,,1,1,4018.5,,,2,4.0,10.0,가족,중동,0,0,8.298663977652772,2023
2,6,2,,,,,5.0,,,,1,2,351.56,3.0,12.0,12,2.0,1.0,가족,일본,1,1,5.862380393696444,2023
4,9,2,,,,4.0,,,,,1,1,1325.0,3.0,,3,2.0,1.0,가족,미국,1,1,7.1891677384203225,2023
5,7,2,,2.0,,,,,,,1,1,618.38,3.0,,3,2.0,1.0,가족,홍콩,1,1,6.427103155223694,2023
5,7,2,,2.0,,,,,,,3,1,1083.75,3.0,,3,2.0,1.0,가족,홍콩,1,1,6.988182528094752,2023
4,11,2,,2.0,,4.0,,,,,1,1,1787.5,3.0,,1,2.0,3.0,가족,미국,1,1,7.488573274568163,2023
5,3,1,1.0,,,,,,,,1,1,714.0,3.0,,7,3.0,1.0,혼자,홍콩,1,1,6.570882962339584,2023
5,5,2,,,,,,6.0,,,1,1,1351.5,3.0,,3,2.0,1.0,친구,홍콩,1,1,7.208970365716502,2023
5,5,1,1.0,,,,,,,,1,1,637.5,3.0,,3,2.0,11.0,혼자,홍콩,1,1,6.457554277032581,2023
5,5,2,,,,,,6.0,,,1,1,1530.0,3.0,,3,1.0,2.0,친구,홍콩,1,1,7.333023014386481,2023
3,5,2,,,,4.0,,6.0,7.0,,3,1,964.04,3.0,,3,6.0,1.0,가족,대만,1,1,6.871132787525636,2023
3,5,2,,2.0,,,5.0,6.0,,,3,1,1045.42,3.0,,2,4.0,1.0,가족,대만,1,0,6.952173997528762,2023
12,31,2,,2.0,,,,,,,1,2,5500.0,,,11,2.0,6.0,가족,중동,0,0,8.612503371220562,2023
1,5,1,1.0,,,,,,,,1,1,1650.0,3.0,,3,2.0,1.0,혼자,중국,1,1,7.408530566894626,2023
3,7,1,1.0,,,,,,,,1,2,483.59,3.0,12.0,7,12.0,1.0,혼자,대만,1,1,6.181237440280355,2023
12,31,1,1.0,,,,,,,,1,2,1820.0,3.0,,3,1.0,2.0,혼자,중동,1,1,7.506591780070841,2023
1,4,2,,,,,,6.0,,,1,1,522.5,3.0,,7,1.0,2.0,친구,중국,1,0,6.258624983838966,2023
5,6,2,,,,,,6.0,,,1,2,2486.25,3.0,12.0,2,12.0,11.0,친구,홍콩,1,1,7.818530830168182,2023
1,4,1,1.0,,,,,,,,1,1,460.63,3.0,,7,3.0,,혼자,중국,1,1,6.132595117701513,2023
5,4,2,,,,,,,7.0,,1,1,879.75,,,4,2.0,1.0,직장동료,홍콩,0,0,6.779637776201694,2023
16,6,1,1.0,,,,,,,,1,2,440.58,3.0,,3,1.0,4.0,혼자,영국,1,1,6.088092040691574,2023
3,5,2,,,,,,,7.0,,3,1,923.35,3.0,,4,2.0,1.0,직장동료,대만,1,0,6.828008360891881,2023
5,3,1,1.0,,,,,,,,1,1,806.18,3.0,,18,2.0,1.0,혼자,홍콩,1,0,6.692307042635333,2023
1,19,1,1.0,,,,,,,,1,1,6187.5,,12.0,12,2.0,1.0,혼자,중국,1,1,8.730286406876946,2023
5,4,1,1.0,,,,,,,,1,1,934.58,3.0,,1,2.0,3.0,혼자,홍콩,1,1,6.8400972305081424,2023
12,32,2,,,,,5.0,,,,1,2,1606.67,,,15,2.0,4.0,가족,중동,0,0,7.381918993063181,2023
3,5,2,,2.0,,,,6.0,7.0,,3,1,1095.5,3.0,,2,4.0,5.0,가족,대만,1,0,6.998966159035521,2023
1,5,1,1.0,,,,,,,,1,1,2021.25,,,2,1.0,,혼자,중국,0,0,7.611471410891316,2023
2,3,2,,,,,,6.0,,,1,1,520.88,3.0,12.0,12,4.0,1.0,친구,일본,1,1,6.255519688928606,2023
1,20,2,,,,,,6.0,,,1,1,2502.5,,,11,2.0,1.0,친구,중국,0,0,7.8250455111893755,2023
2,3,2,,2.0,,,5.0,,,,1,2,476.0,,,2,1.0,,가족,일본,0,0,6.16541785423142,2023
1,6,1,1.0,,,,,,,,1,2,446.22,3.0,12.0,1,12.0,2.0,혼자,중국,1,1,6.100812103943264,2023
1,19,2,,2.0,,,,,,,1,1,1707.75,,,6,4.0,1.0,가족,중국,0,0,7.442931993611959,2023
2,4,2,,,,,,6.0,,,1,1,337.76,,,4,7.0,1.0,친구,일본,0,0,5.822335584100011,2023
3,5,2,,2.0,,,,6.0,7.0,,3,1,985.95,3.0,,3,4.0,6.0,가족,대만,1,1,6.893605643377695,2023
18,29,2,,2.0,,,,,,,1,1,1863.9,3.0,,4,6.0,7.0,가족,독일,1,0,7.530426345737758,2023
3,5,2,,,,,,6.0,,,1,1,379.51,3.0,,3,1.0,10.0,친구,대만,1,1,5.93888094694965,2023
10,4,2,,,,,,6.0,,,1,1,510.1,3.0,,4,1.0,3.0,친구,싱가포르,1,1,6.234606784928881,2023
10,5,2,,2.0,,4.0,,,,,3,1,1631.42,3.0,,5,3.0,4.0,가족,싱가포르,1,1,7.397206080200431,2023
3,5,2,,,,,,6.0,,,1,1,826.32,,,1,2.0,5.0,친구,대만,0,0,6.716982107698378,2023
10,4,1,1.0,,,,,,,,1,1,907.99,3.0,,3,2.0,4.0,혼자,싱가포르,1,1,6.811233365324789,2023
3,5,2,,,,,,6.0,,,1,1,575.92,,,1,2.0,5.0,친구,대만,0,0,6.355968762161047,2023
10,4,1,1.0,,,,,,,,1,1,723.44,,,7,1.0,11.0,혼자,싱가포르,0,0,6.584017612432225,2023
3,4,2,,2.0,,,,,,,1,1,359.95,,,1,5.0,2.0,가족,대만,0,0,5.885965132915312,2023
3,7,2,,,3.0,,5.0,,,,1,1,416.29,,,1,2.0,4.0,가족,대만,0,0,6.031382132773816,2023
2,4,2,,,,,,6.0,,,1,1,761.6,3.0,,2,1.0,3.0,친구,일본,1,1,6.635421483477155,2023
10,4,2,,,,,5.0,,,,1,1,1463.85,,,2,1.0,4.0,가족,싱가포르,0,0,7.28882523025558,2023
2,3,2,,,,,,6.0,,,1,1,496.4,,,1,2.0,,친구,일본,0,0,6.207382053330452,2023
2,3,2,,,,,5.0,,,,2,1,748.0,,12.0,12,2.0,1.0,가족,일본,1,1,6.617402977974478,2023
5,5,2,,,,4.0,,6.0,,,1,1,1160.25,3.0,,1,3.0,11.0,가족,홍콩,1,1,7.056390778121285,2023
5,5,2,,2.0,,4.0,,,,,1,1,975.38,,,2,,,가족,홍콩,0,0,6.882827138657286,2023
2,5,2,,2.0,,4.0,,,,,1,2,391.68,,,1,2.0,,가족,일본,0,0,5.970445179883907,2023
1,18,1,1.0,,,,,,,,1,1,5637.5,3.0,,2,1.0,3.0,혼자,중국,1,1,8.637195983810933,2023
2,4,2,,,,,,6.0,,,3,1,911.2,3.0,,3,2.0,4.0,친구,일본,1,1,6.814762412132972,2023
5,4,1,1.0,,,,,,,,1,1,1115.63,3.0,,2,3.0,4.0,혼자,홍콩,1,1,7.017174546750678,2023
1,10,2,,2.0,,,,,,,1,1,1485.0,,,5,4.0,1.0,가족,중국,0,0,7.3031700512368,2023
4,5,1,1.0,,,,,,,,1,1,1390.0,3.0,12.0,12,4.0,2.0,혼자,미국,1,1,7.237059026124737,2023
5,5,2,,,,,,6.0,7.0,,3,1,796.88,3.0,,4,5.0,6.0,친구,홍콩,1,0,6.68070410283691,2023
1,14,1,1.0,,,,,,,,1,1,9549.51,,,2,1.0,,혼자,중국,0,0,9.164245123257906,2023
5,4,1,1.0,,,,,,,,1,2,144.4,3.0,,4,3.0,9.0,혼자,홍콩,1,1,4.972587226458726,2023
1,16,1,1.0,,,,,,,,1,1,1416.25,3.0,,1,2.0,4.0,혼자,중국,1,0,7.255767812342216,2023
1,5,2,,,,,,6.0,,,1,1,797.5,,,1,11.0,,친구,중국,0,0,6.6814818346589995,2023
2,3,2,,,,,,6.0,,,2,1,1530.0,,12.0,1,12.0,2.0,친구,일본,1,1,7.333023014386481,2023
2,3,1,1.0,,,,,,,,1,1,319.6,3.0,,1,2.0,10.0,혼자,일본,1,0,5.7670702138921195,2023
10,7,2,,2.0,,,,,,,1,1,1152.77,3.0,,3,6.0,4.0,가족,싱가포르,1,1,7.049923020751967,2023
5,13,1,1.0,,,,,,,,1,1,9549.51,3.0,,13,2.0,3.0,혼자,홍콩,1,1,9.164245123257906,2023
10,10,2,,2.0,,,,,,,1,1,1199.57,3.0,12.0,12,3.0,4.0,가족,싱가포르,1,1,7.089718438226028,2023
2,4,2,,,,,,6.0,,,1,1,523.6,,12.0,12,1.0,2.0,친구,일본,1,1,6.260728034035745,2023
5,5,2,,2.0,,,,,,,1,1,401.63,,,2,1.0,,가족,홍콩,0,0,5.995531266782743,2023
2,4,2,,,,,,6.0,,,2,1,1060.8,,12.0,12,1.0,2.0,친구,일본,1,1,6.966778619431598,2023
2,4,2,,,,,,6.0,,,1,2,387.6,3.0,,10,3.0,1.0,친구,일본,1,1,5.959973880016611,2023
5,4,2,,2.0,,,,,,,1,1,800.06,3.0,,1,3.0,2.0,가족,홍콩,1,1,6.684686724855568,2023
2,3,2,,,,,,6.0,,,1,1,639.2,,12.0,12,1.0,2.0,친구,일본,1,1,6.460217394452065,2023
1,25,1,1.0,,,,,,,,1,1,1529.0,3.0,,3,2.0,1.0,혼자,중국,1,1,7.332369205929062,2023
2,4,2,,,,,,6.0,,,2,1,1020.0,,,11,1.0,10.0,친구,일본,0,0,6.927557906278317,2023
4,5,1,1.0,,,,,,,,1,2,900.0,,,1,5.0,2.0,혼자,미국,0,0,6.802394763324311,2023
10,7,2,,,3.0,,,,,,1,1,1264.78,3.0,,6,1.0,4.0,가족,싱가포르,1,0,7.142653472993516,2023
1,8,1,1.0,,,,,,,,1,1,5919.38,,12.0,12,1.0,2.0,혼자,중국,1,1,8.68598699266378,2023
2,3,2,,2.0,,,,,,,1,1,792.2,,,10,1.0,2.0,가족,일본,0,0,6.674813885187817,2023
4,12,2,,,,,,6.0,,,1,1,3400.0,3.0,,3,5.0,4.0,친구,미국,1,1,8.131530710604252,2023
4,21,2,,2.0,,,,,,,1,2,400.0,3.0,,15,3.0,2.0,가족,미국,1,1,5.991464547107982,2023
10,6,1,1.0,,,,,,,,1,1,3181.64,,,1,2.0,4.0,혼자,싱가포르,0,0,8.06515206610512,2023
10,7,2,,,3.0,,,,,,1,1,743.7,3.0,,1,4.0,6.0,가족,싱가포르,1,0,6.611637727709255,2023
5,4,2,,,,,,6.0,,,1,1,841.5,,,2,1.0,,친구,홍콩,0,0,6.735186013630861,2023
1,3,1,1.0,,,,,,,,1,1,2891.63,,,2,1.0,,혼자,중국,0,0,7.9695756359512835,2023
2,7,2,,,,,,6.0,,,1,1,890.8,3.0,,1,2.0,3.0,친구,일본,1,1,6.792119935383212,2023
5,5,2,,,,,,6.0,,,1,1,1096.5,3.0,,1,2.0,10.0,친구,홍콩,1,0,6.999878567857943,2023
1,28,1,1.0,,,,,,,,1,1,4922.5,,,11,,,혼자,중국,0,0,8.50157181051328,2023
1,31,1,1.0,,,,,,,,1,1,1141.25,3.0,,11,2.0,1.0,혼자,중국,1,0,7.039879431909179,2023
2,3,2,,,,,,6.0,,,1,1,442.0,,,1,2.0,,친구,일본,0,0,6.091309882077698,2023
6,7,2,,,,,,6.0,7.0,,1,1,475.95,3.0,,7,4.0,2.0,친구,태국,1,0,6.165312806697314,2023
4,7,2,,,3.0,,,,,,1,1,1140.0,3.0,,4,3.0,,가족,미국,1,1,7.038783541388542,2023
2,2,1,1.0,,,,,,,,1,1,367.2,,,10,1.0,2.0,혼자,일본,0,0,5.905906658746336,2023
4,11,2,,,,,,6.0,,,1,1,2859.0,,12.0,2,12.0,1.0,친구,미국,1,1,7.958227192322312,2023
6,5,2,,2.0,,,,6.0,7.0,,3,1,144.4,3.0,,11,4.0,2.0,가족,태국,1,0,4.972587226458726,2023
2,4,2,,,,,,6.0,,,2,1,1022.72,,,8,4.0,1.0,친구,일본,0,0,6.930221023697801,2023
2,3,2,,,,,,6.0,,,1,1,550.8,3.0,,1,3.0,2.0,친구,일본,1,1,6.311371766854499,2023
4,27,2,,,,,5.0,,,,1,1,1105.0,3.0,,3,11.0,1.0,가족,미국,1,1,7.007600613951853,2023
4,21,1,1.0,,,,,,,,1,2,750.0,3.0,,3,1.0,2.0,혼자,미국,1,1,6.620073206530356,2023
4,7,2,,,3.0,,,,,,1,2,518.5,,12.0,12,4.0,6.0,가족,미국,1,1,6.250940027669582,2023
2,3,2,,,,,,6.0,,,1,1,323.0,,,10,2.0,4.0,친구,일본,0,0,5.777652323222656,2023
10,8,2,,,3.0,,,,,,1,1,2044.81,3.0,,1,2.0,3.0,가족,싱가포르,1,1,7.623060154625091,2023
4,5,2,,2.0,,4.0,5.0,,,,1,1,845.0,3.0,,3,1.0,2.0,가족,미국,1,1,6.739336627357174,2023
2,3,2,,,,,,6.0,,,2,1,991.78,3.0,12.0,1,2.0,12.0,친구,일본,1,1,6.8995013084957915,2023
2,3,2,,,,,5.0,,,,1,1,442.88,3.0,,2,1.0,4.0,가족,일본,1,0,6.09329885298925,2023
2,4,2,,,3.0,,,,,,2,1,935.0,,,8,1.0,2.0,가족,일본,0,0,6.840546529288687,2023
2,3,2,,2.0,,,,,,,2,1,979.88,3.0,,3,4.0,10.0,가족,일본,1,1,6.887430115187537,2023
2,3,2,,,,,,6.0,,,2,1,1103.64,3.0,,8,1.0,3.0,친구,일본,1,1,7.006369086702606,2023
3,4,2,,,,,,6.0,,,3,1,873.27,3.0,,2,4.0,3.0,친구,대만,1,1,6.772244786373427,2023
3,5,2,,,,,5.0,,,,3,1,898.31,3.0,12.0,1,2.0,3.0,가족,대만,1,1,6.8005152203116825,2023
3,4,2,,2.0,,,,,,,3,1,1048.55,3.0,12.0,4,3.0,1.0,가족,대만,1,1,6.955163536377128,2023
3,4,2,,,,,,6.0,,,3,1,870.14,3.0,,4,3.0,1.0,친구,대만,1,1,6.768654118242699,2023
3,4,2,,,,,,6.0,,,1,1,485.15,3.0,12.0,3,6.0,1.0,친구,대만,1,1,6.184458121471309,2023
3,4,2,,,,,,6.0,,,3,1,945.26,3.0,12.0,3,4.0,1.0,친구,대만,1,1,6.851460021926932,2023
3,4,2,,,,,,6.0,,,3,1,929.61,3.0,12.0,3,4.0,2.0,친구,대만,1,1,6.834765143354762,2023
3,5,2,,2.0,3.0,,5.0,,,,3,1,672.95,,,13,8.0,7.0,가족,대만,0,0,6.5116710326797245,2023
3,5,2,,,3.0,,5.0,,,,3,1,948.39,3.0,,3,1.0,5.0,가족,대만,1,1,6.854765810061431,2023
3,6,2,,,,,,6.0,,,1,1,359.95,3.0,,6,3.0,2.0,친구,대만,1,1,5.885965132915312,2023
3,3,1,1.0,,,,,,,,1,2,223.11,,,8,6.0,,혼자,대만,0,0,5.407664923383319,2023
3,5,2,,,,,,6.0,,,3,1,688.6,,,10,6.0,2.0,친구,대만,0,0,6.534660550904423,2023
3,5,2,,2.0,,4.0,5.0,6.0,,,3,1,1151.84,3.0,,4,2.0,6.0,가족,대만,1,0,7.049115942720992,2023
3,4,2,,2.0,,4.0,,,,,3,1,870.13,3.0,,1,3.0,4.0,가족,대만,1,1,6.76864262577314,2023
3,5,2,,,,,,,7.0,,1,1,719.9,3.0,,1,2.0,3.0,직장동료,대만,1,1,6.579112313475258,2023
3,5,2,,2.0,,4.0,5.0,,7.0,,3,1,851.36,3.0,,3,1.0,4.0,가족,대만,1,1,6.746835070848059,2023
3,5,2,,2.0,,,,,7.0,,3,1,910.83,3.0,,4,3.0,11.0,가족,대만,1,1,6.814356271723555,2023
3,7,2,,,,,,6.0,,,1,1,415.66,3.0,,5,3.0,1.0,친구,대만,1,1,6.029867618390927,2023
3,4,2,,,,,,,7.0,,3,1,579.05,,,5,4.0,2.0,직장동료,대만,0,0,6.361388829630386,2023
3,4,2,,2.0,,,,,,,1,2,282.61,3.0,12.0,3,1.0,12.0,가족,대만,1,1,5.644067855328544,2023
3,5,2,,2.0,,4.0,,6.0,,,3,1,939.0,3.0,,3,11.0,2.0,가족,대만,1,1,6.844815479208263,2023
3,4,2,,,,,,6.0,,,1,1,535.47,,,6,4.0,1.0,친구,대만,0,0,6.283144865909526,2023
2,4,2,,,,,,6.0,,,1,1,401.2,3.0,,3,2.0,4.0,친구,일본,1,1,5.994460056087781,2023
2,3,2,,,,4.0,,,,,1,2,258.4,3.0,,1,3.0,4.0,가족,일본,1,1,5.554508771908447,2023
2,4,2,,2.0,,,,,,,1,1,499.8,3.0,,2,3.0,1.0,가족,일본,1,1,6.214208018400852,2023
2,4,1,1.0,,,,,,,,3,2,505.72,3.0,,3,6.0,2.0,혼자,일본,1,1,6.225983156443697,2023
2,5,2,,,,,,6.0,,,1,2,578.0,3.0,,3,7.0,1.0,친구,일본,1,1,6.359573868672378,2023
2,4,2,,,,,,6.0,,,1,1,294.1,3.0,,1,3.0,2.0,친구,일본,1,1,5.68391984555995,2023
2,4,2,,,,,,6.0,,,1,2,455.6,3.0,,1,3.0,4.0,친구,일본,1,1,6.121615231573027,2023
2,4,2,,2.0,,,,6.0,,,1,1,435.2,3.0,,3,1.0,2.0,가족,일본,1,1,6.0758056955417326,2023
2,4,2,,,,,,6.0,,,1,1,408.0,3.0,,3,2.0,1.0,친구,일본,1,1,6.0112671744041615,2023
2,4,2,,2.0,,,,,,,1,2,340.0,,,1,4.0,2.0,가족,일본,0,0,5.8289456176102075,2023
6,5,2,,2.0,,4.0,,,,,1,1,335.16,3.0,12.0,12,1.0,2.0,가족,태국,1,1,5.814608029745086,2023
6,4,2,,,,,,6.0,,,1,1,457.38,3.0,,3,1.0,2.0,친구,태국,1,1,6.1255145552282375,2023
